episode,steps,hit_count,total_reward
216,214,0,584.04
217,80,0,673.70
218,144,0,629.72
219,124,0,649.59
220,108,0,655.79
221,88,0,668.68
222,164,0,615.96
223,110,0,657.82
224,68,0,181.66
225,112,0,650.05
226,168,0,621.33
227,108,0,655.93
228,136,0,637.75
229,112,0,653.41
230,96,0,663.50
231,72,0,678.61
232,128,0,643.85
233,100,0,660.69
234,102,0,660.66
235,114,0,648.88
236,102,0,657.19
237,98,0,661.05
238,180,0,612.57
239,90,0,665.74
240,100,0,662.87
241,96,0,663.03
242,78,0,174.88
243,86,0,672.11
244,72,0,678.70
245,92,0,664.89
246,92,0,664.65
247,90,0,668.47
248,84,0,671.04
249,104,0,657.14
250,76,0,676.89
251,94,0,163.88
252,66,0,683.15
253,110,0,654.94
254,100,0,660.87
255,218,0,88.59
256,80,0,673.51
257,102,0,659.85
258,60,0,686.83
259,78,0,673.74
260,174,0,617.04
261,126,0,641.10
262,72,0,178.63
263,82,0,670.97
264,66,0,683.10
265,88,0,667.90
266,96,0,663.80
267,136,0,632.91
268,98,0,659.53
269,120,0,145.66
270,92,0,666.40
271,70,0,680.11
272,132,0,639.75
273,70,0,680.12
274,96,0,662.58
275,112,0,653.45
276,118,0,651.72
277,64,0,185.01
278,66,0,682.27
279,88,0,667.38
280,78,0,675.64
281,90,0,667.70
282,72,0,679.93
283,72,0,678.69
284,68,0,683.36
285,72,0,679.81
286,92,0,666.53
287,174,0,612.79
288,118,0,648.44
289,338,0,512.79
290,142,0,136.61
291,84,0,670.84
292,88,0,666.07
293,76,0,675.97
294,76,0,675.94
295,72,0,678.40
296,130,0,643.77
297,142,0,632.49
298,98,0,660.74
299,68,0,681.77
300,106,0,657.76
301,90,0,667.14
302,78,0,675.00
303,152,0,628.01
304,88,0,671.80
305,78,0,675.16
306,92,0,667.18
307,98,0,662.45
308,212,0,583.26
309,88,0,667.51
310,100,0,661.83
311,112,0,648.37
312,64,0,684.41
313,122,0,646.80
314,92,0,665.38
315,70,0,680.18
316,96,0,665.00
317,96,0,663.74
318,82,0,671.36
319,88,0,168.21
320,70,0,680.62
321,68,0,681.54
322,84,0,669.72
323,78,0,174.29
324,70,0,681.38
325,134,0,638.78
326,58,0,688.25
327,76,0,675.20
328,130,0,636.10
329,84,0,671.79
330,108,0,653.54
331,132,0,633.69
332,94,0,163.32
333,142,0,632.80
334,84,0,671.31
335,96,0,662.44
336,76,0,676.40
337,112,0,654.04
338,58,0,688.52
339,64,0,184.52
340,88,0,668.50
341,82,0,673.37
342,96,0,667.28
343,86,0,670.61
344,58,0,688.19
345,116,0,649.75
346,104,0,656.88
347,106,0,655.02
348,78,0,674.53
349,98,0,663.04
350,78,0,674.90
351,64,0,684.14
352,62,0,685.35
353,60,0,686.89
354,68,0,683.17
355,118,0,649.42
356,86,0,669.70
357,84,0,671.32
358,124,0,643.92
359,72,0,678.90
360,184,0,606.31
361,112,0,655.79
362,278,0,545.24
363,90,0,667.34
364,100,0,661.70
365,122,0,652.13
366,158,0,627.31
367,66,0,682.66
368,108,0,656.57
369,72,0,678.82
370,72,0,680.58
371,68,0,681.86
372,94,0,666.56
373,80,0,673.05
374,82,0,672.00
375,98,0,664.21
376,78,0,674.97
377,112,0,654.43
378,70,0,680.27
379,94,0,664.50
380,62,0,685.35
381,90,0,669.02
382,106,0,657.33
383,66,0,682.93
384,68,0,683.30
385,68,0,681.62
386,108,0,654.34
387,86,0,669.27
388,86,0,669.07
389,108,0,655.09
390,114,0,650.39
391,78,0,673.96
392,110,0,156.08
393,98,0,662.46
394,106,0,655.99
395,84,0,671.38
396,64,0,684.44
397,92,0,665.53
398,100,0,662.98
399,604,0,332.55
400,442,0,436.63
