episode,steps,hit_count,total_reward
1,1350,0,-1168.94
2,1350,0,-1223.86
3,740,0,268.74
4,1350,0,-1196.98
5,652,0,329.29
6,446,0,445.21
7,476,0,415.44
8,754,0,236.89
9,840,0,184.06
10,1350,0,-1281.64
11,692,0,292.50
12,1350,0,-1184.10
13,1350,0,-1223.34
14,1350,0,-1230.12
15,436,0,443.25
16,980,0,88.56
17,120,0,645.89
18,926,0,126.19
19,338,0,507.79
20,1350,0,-1217.22
21,574,0,363.15
22,1180,0,-22.83
23,160,0,627.64
24,1240,0,-65.65
25,452,0,430.12
26,496,0,400.64
27,294,0,540.69
28,1088,0,23.97
29,204,0,599.34
30,576,0,356.31
31,1324,0,-125.25
32,130,0,642.09
33,904,0,139.14
34,252,0,560.68
35,690,0,279.94
36,168,0,618.23
37,522,0,387.51
38,344,0,507.59
39,546,0,379.30
40,552,0,370.03
41,462,0,423.68
42,402,0,472.63
43,206,0,589.76
44,138,0,638.65
45,82,0,673.99
46,380,0,486.23
47,528,0,375.41
48,526,0,383.11
49,214,0,583.91
50,210,0,587.83
51,116,0,649.08
52,224,0,583.01
53,158,0,624.77
54,162,0,623.89
55,202,0,600.48
56,238,0,570.24
57,184,0,601.81
58,130,0,639.51
59,172,0,612.15
60,190,0,603.61
61,164,0,618.92
62,160,0,622.44
63,202,0,591.76
64,92,0,666.41
65,184,0,604.12
66,194,0,606.38
67,158,0,626.29
68,100,0,660.67
69,158,0,621.34
70,204,0,587.40
71,112,0,652.79
72,242,0,570.37
73,120,0,648.75
74,174,0,611.06
75,112,0,652.62
76,98,0,661.34
77,90,0,666.70
78,114,0,650.82
79,112,0,652.28
80,82,0,672.77
81,190,0,604.47
82,134,0,635.94
83,168,0,615.52
84,124,0,645.81
85,86,0,669.11
86,394,0,473.29
87,550,0,378.54
88,136,0,636.87
89,348,0,500.44
90,206,0,589.22
91,114,0,653.48
92,116,0,651.28
93,126,0,647.97
94,264,0,556.61
95,188,0,600.27
96,252,0,563.62
97,78,0,675.09
98,210,0,593.12
99,192,0,598.12
100,160,0,623.88
101,220,0,576.88
102,116,0,647.47
103,124,0,643.68
104,108,0,654.17
105,72,0,678.46
106,124,0,644.30
107,130,0,642.34
108,124,0,648.03
109,158,0,628.72
110,212,0,585.48
111,134,0,642.07
112,98,0,662.60
113,86,0,671.75
114,134,0,641.17
115,210,0,594.99
116,212,0,589.10
117,134,0,636.84
118,130,0,643.22
119,104,0,659.99
120,176,0,614.22
121,182,0,608.55
122,86,0,668.94
123,150,0,628.70
124,128,0,643.14
125,164,0,619.54
126,158,0,613.74
127,74,0,677.13
128,102,0,662.75
129,78,0,674.99
130,216,0,584.77
131,126,0,644.18
132,76,0,677.32
133,126,0,639.83
134,152,0,626.13
135,154,0,625.94
136,252,0,561.29
137,192,0,605.13
138,72,0,678.37
139,110,0,652.65
140,86,0,671.16
141,214,0,587.18
142,116,0,650.24
143,136,0,637.90
144,328,0,507.41
145,792,0,180.00
146,1246,0,-112.84
147,128,0,643.05
148,132,0,645.13
149,218,0,584.61
150,98,0,664.54
151,230,0,576.88
152,138,0,634.56
153,130,0,642.57
154,72,0,678.69
155,104,0,661.01
156,94,0,663.60
157,328,0,510.02
158,1350,0,-1295.55
159,180,0,607.57
160,152,0,626.26
161,482,0,410.82
162,104,0,657.23
163,90,0,668.36
164,114,0,654.26
165,190,0,602.82
166,96,0,663.27
167,138,0,634.74
168,384,0,467.66
169,102,0,660.80
170,144,0,635.62
171,178,0,613.64
172,130,0,639.39
173,124,0,645.14
174,122,0,644.22
175,112,0,651.22
176,68,0,681.33
177,144,0,631.62
178,86,0,670.09
179,150,0,626.30
180,118,0,647.54
181,78,0,674.58
182,74,0,678.84
183,198,0,598.05
184,142,0,634.54
185,86,0,669.55
186,96,0,661.40
187,80,0,673.42
188,1132,0,-1.02
189,76,0,675.97
190,634,0,304.58
191,94,0,665.64
192,224,0,584.32
193,125,0,951.42
194,142,0,635.25
195,108,0,652.87
196,130,0,640.17
197,172,0,614.40
198,74,0,678.34
199,116,0,648.29
200,100,0,660.87
201,112,0,655.48
202,138,0,637.84
203,152,0,626.75
204,58,0,688.22
205,82,0,673.29
206,120,0,646.12
207,120,0,647.20
208,148,0,626.85
209,248,0,570.47
210,90,0,667.55
211,60,0,687.60
212,114,0,654.76
213,192,0,607.52
214,92,0,667.43
215,80,0,173.44
