episode,steps,hit_count,total_reward
183,160,0,679.46
184,152,0,683.32
185,102,0,716.65
186,222,0,639.50
187,340,0,553.18
188,98,0,719.98
189,188,0,663.59
190,178,0,666.20
191,182,0,666.07
192,128,0,699.13
193,282,0,603.69
194,312,0,576.87
195,222,0,634.95
196,248,0,616.98
197,250,0,616.12
198,220,0,637.12
199,150,0,680.89
200,220,0,645.44
201,116,0,708.65
202,222,0,637.58
203,264,0,109.61
204,102,0,718.12
205,114,0,709.00
206,272,0,603.53
207,312,0,571.29
208,166,0,676.10
209,154,0,680.76
210,182,0,662.89
211,758,0,288.70
212,152,0,683.60
213,194,0,658.46
214,596,0,399.28
215,194,0,655.59
216,172,0,668.11
217,152,0,682.82
218,184,0,664.64
219,280,0,603.83
220,196,0,656.14
221,330,0,560.48
222,116,0,707.17
223,182,0,662.59
224,96,0,721.15
225,192,0,654.70
226,206,0,150.71
227,354,0,552.55
228,108,0,712.46
229,110,0,710.89
230,186,0,656.20
231,168,0,677.14
232,212,0,646.29
233,160,0,679.87
234,190,0,165.62
235,118,0,706.20
236,134,0,694.73
237,104,0,716.60
238,116,0,706.36
239,174,0,669.04
240,128,0,699.57
241,124,0,700.79
242,130,0,698.98
243,92,0,723.56
244,308,0,579.16
245,746,0,303.46
246,142,0,688.78
247,126,0,703.24
248,120,0,704.64
249,308,0,585.32
250,174,0,669.63
251,272,0,601.21
252,152,0,183.36
253,98,0,719.91
254,118,0,704.52
255,160,0,676.35
256,182,0,664.98
257,146,0,688.46
258,176,0,664.56
259,142,0,692.54
260,174,0,673.76
261,174,0,672.21
262,126,0,700.90
263,194,0,656.63
264,148,0,686.67
265,112,0,708.19
266,134,0,696.51
267,134,0,695.91
268,176,0,665.59
269,122,0,703.14
270,176,0,664.92
271,162,0,678.16
272,102,0,716.25
273,138,0,691.09
274,128,0,698.63
275,244,0,619.89
276,164,0,673.84
277,132,0,697.56
278,210,0,641.19
279,204,0,649.94
280,106,0,713.43
281,212,0,645.29
282,110,0,710.05
283,126,0,706.16
284,206,0,647.74
285,254,0,618.15
286,116,0,710.08
287,128,0,697.34
288,132,0,696.48
289,118,0,706.45
290,90,0,724.59
291,148,0,688.33
292,550,0,412.09
293,972,0,114.04
294,116,0,710.43
295,162,0,675.74
296,192,0,660.31
297,152,0,683.58
298,126,0,702.50
299,166,0,675.81
300,88,0,725.86
301,114,0,708.55
302,88,0,726.59
303,182,0,663.34
304,128,0,699.59
305,132,0,698.40
306,140,0,689.65
307,142,0,688.14
308,140,0,691.53
309,110,0,709.85
310,152,0,684.12
311,106,0,714.68
312,84,0,728.28
313,154,0,683.75
314,80,0,731.34
315,140,0,691.98
316,76,0,733.64
317,192,0,653.72
318,122,0,707.41
319,144,0,694.03
320,368,0,537.48
321,462,0,482.03
322,266,0,612.43
323,126,0,700.21
324,478,0,474.74
325,144,0,688.90
326,98,0,718.12
327,110,0,711.22
328,116,0,708.12
329,236,0,619.97
330,102,0,717.10
331,244,0,620.82
332,332,0,562.52
333,504,0,450.23
334,366,0,537.53
335,108,0,712.32
336,146,0,683.43
337,168,0,672.26
338,120,0,205.70
339,116,0,704.52
340,144,0,690.64
341,344,0,557.40
342,260,0,619.80
343,170,0,673.39
344,106,0,713.35
345,92,0,722.87
346,94,0,722.84
347,150,0,188.40
348,88,0,725.33
349,124,0,702.93
350,118,0,707.39
351,78,0,733.90
352,144,0,688.46
353,146,0,688.16
354,116,0,707.50
355,112,0,708.65
356,126,0,699.24
357,82,0,729.80
358,72,0,736.92
359,104,0,713.92
360,110,0,710.43
361,120,0,704.18
362,164,0,676.81
363,112,0,712.07
364,100,0,716.89
365,104,0,715.81
366,120,0,704.32
367,128,0,698.76
368,102,0,715.56
369,138,0,689.16
370,94,0,720.90
371,104,0,716.94
372,126,0,702.13
373,98,0,719.11
374,112,0,711.28
375,114,0,706.89
376,112,0,710.30
377,116,0,706.77
378,102,0,715.79
379,86,0,727.32
380,188,0,660.22
381,292,0,582.76
382,592,0,369.79
383,162,0,679.89
384,94,0,722.27
385,82,0,730.23
386,168,0,674.23
387,150,0,685.05
388,162,0,681.58
389,96,0,719.98
390,86,0,726.75
391,108,0,711.87
392,112,0,711.47
393,100,0,717.49
394,106,0,713.27
395,192,0,658.05
396,98,0,720.14
397,114,0,708.30
398,98,0,719.19
399,132,0,696.30
400,186,0,659.98
