episode,steps,hit_count,total_reward
196,38,0,605.52
197,38,0,605.04
198,36,0,606.52
199,36,0,606.49
200,50,0,596.55
201,64,0,589.18
202,38,0,605.49
203,32,0,609.33
204,36,0,606.58
205,38,0,605.46
206,34,0,608.30
207,88,0,569.14
208,182,0,10.43
209,38,0,605.55
210,40,0,604.09
211,54,0,594.53
212,42,0,602.41
213,38,0,605.07
214,42,0,602.74
215,44,0,601.02
216,34,0,607.97
217,52,0,596.25
218,48,0,599.00
219,48,0,598.77
220,34,0,607.85
221,70,0,582.17
222,42,0,603.59
223,64,0,585.14
224,36,0,606.88
225,40,0,603.79
226,34,0,607.97
227,48,0,598.73
228,92,0,68.04
229,34,0,607.97
230,120,0,547.20
231,88,0,573.63
232,34,0,607.97
233,50,0,596.91
234,224,0,480.40
235,54,0,596.21
236,60,0,590.79
237,40,0,605.09
238,48,0,598.91
239,48,0,598.23
240,56,0,593.43
241,96,0,566.53
242,58,0,592.17
243,106,0,561.73
244,206,0,497.74
245,144,0,537.75
246,78,0,583.58
247,94,0,568.37
248,62,0,588.55
249,38,0,605.49
250,44,0,601.93
251,82,0,78.55
252,34,0,607.91
253,50,0,597.76
254,52,0,596.70
255,150,0,526.98
256,78,0,581.07
257,44,0,602.17
258,72,0,585.12
259,40,0,603.83
260,110,0,558.47
261,144,0,534.97
262,100,0,567.13
263,48,0,598.27
264,52,0,596.06
265,56,0,594.07
266,58,0,592.73
267,52,0,597.78
268,34,0,607.91
269,60,0,591.87
270,46,0,600.24
271,32,0,609.33
272,30,0,611.02
273,58,0,594.48
274,86,0,577.10
275,56,0,592.83
276,68,0,587.01
277,42,0,602.77
278,40,0,604.21
279,32,0,609.66
280,92,0,570.77
281,226,0,475.06
282,142,0,534.74
283,88,0,570.19
284,144,0,534.71
285,54,0,594.18
286,40,0,604.07
287,56,0,593.34
288,48,0,598.15
289,48,0,598.62
290,34,0,607.94
291,48,0,601.18
292,62,0,588.78
293,56,0,594.43
294,108,0,560.14
295,34,0,607.94
296,82,0,580.86
297,80,0,78.66
298,210,0,488.56
299,76,0,582.46
300,258,0,465.04
301,336,0,409.62
302,38,0,605.49
303,606,0,217.64
304,264,0,446.13
305,434,0,342.34
306,186,0,505.51
307,58,0,593.37
308,50,0,598.28
309,60,0,591.56
310,70,0,583.77
311,198,0,500.87
312,74,0,581.48
313,32,0,609.27
314,44,0,601.54
315,82,0,574.66
316,402,0,359.54
317,78,0,581.89
318,94,0,569.94
319,38,0,605.57
320,58,0,591.29
321,46,0,600.30
322,134,0,546.00
323,62,0,591.34
324,38,0,605.49
325,32,0,609.27
326,52,0,597.05
327,48,0,598.55
328,36,0,606.82
329,62,0,588.75
330,50,0,598.13
331,124,0,549.49
332,70,0,584.39
333,44,0,602.32
334,56,0,592.72
335,164,0,523.46
336,44,0,600.81
337,54,0,596.19
338,52,0,595.17
339,64,0,589.81
340,118,0,554.78
341,56,0,592.07
342,54,0,594.07
343,46,0,601.25
344,46,0,600.08
345,46,0,599.89
346,44,0,600.87
347,64,0,588.73
348,32,0,609.30
349,34,0,607.97
350,36,0,606.85
351,38,0,605.52
352,80,0,574.28
353,28,0,612.05
354,48,0,599.59
355,62,0,591.29
356,102,0,565.32
357,58,0,90.61
358,46,0,599.80
359,58,0,591.80
360,48,0,600.11
361,40,0,603.74
362,44,0,601.20
363,40,0,604.10
364,48,0,599.97
365,50,0,597.32
366,76,0,582.34
367,72,0,581.38
368,60,0,590.10
369,30,0,610.69
370,40,0,604.04
371,34,0,607.91
372,34,0,607.85
373,52,0,596.08
374,70,0,586.32
375,40,0,604.07
376,34,0,607.91
377,76,0,581.06
378,106,0,564.22
379,626,0,216.38
380,440,0,344.47
381,272,0,455.64
382,248,0,470.98
383,726,0,-960.38
384,726,0,-970.40
385,600,0,218.45
386,70,0,587.20
387,446,0,337.50
388,726,0,-956.80
389,72,0,581.76
390,68,0,583.17
391,54,0,592.39
392,42,0,602.26
393,52,0,597.39
394,46,0,600.39
395,36,0,606.55
396,44,0,602.16
397,42,0,603.12
398,46,0,599.83
399,34,0,607.91
400,34,0,607.85
401,34,0,607.85
402,38,0,605.19
403,38,0,605.16
404,30,0,610.69
405,32,0,609.30
406,64,0,588.62
407,138,0,541.62
408,42,0,603.06
