episode,steps,hit_count,total_reward
220,178,0,745.57
221,226,0,717.40
222,276,0,680.50
223,260,0,694.61
224,148,0,267.89
225,322,0,656.78
226,356,0,623.48
227,814,0,346.91
228,178,0,746.64
229,610,0,452.26
230,164,0,756.62
231,148,0,763.37
232,170,0,748.14
233,282,0,682.19
234,158,0,756.17
235,218,0,715.94
236,214,0,726.35
237,256,0,696.17
238,380,0,614.29
239,224,0,710.59
240,242,0,699.55
241,282,0,680.56
242,262,0,690.08
243,1350,0,-1187.26
244,392,0,599.25
245,282,0,670.42
246,268,0,680.52
247,296,0,664.91
248,1036,0,180.44
249,426,0,586.91
250,240,0,708.77
251,206,0,729.28
252,466,0,555.18
253,142,0,769.64
254,208,0,728.91
255,198,0,730.16
256,202,0,729.25
257,300,0,661.80
258,162,0,754.88
259,106,0,791.34
260,132,0,775.71
261,180,0,738.29
262,244,0,704.10
263,184,0,740.24
264,238,0,701.58
265,464,0,553.44
266,360,0,622.17
267,168,0,747.11
268,148,0,764.39
269,106,0,290.78
270,206,0,730.70
271,162,0,753.77
272,114,0,785.78
273,138,0,769.53
274,138,0,771.17
275,142,0,767.42
276,338,0,643.76
277,742,0,376.08
278,1350,0,-1223.83
279,358,0,621.35
280,858,0,316.99
281,242,0,703.70
282,214,0,724.17
283,148,0,764.57
284,546,0,498.05
285,194,0,736.60
286,194,0,738.45
287,126,0,779.19
288,170,0,752.32
289,112,0,786.34
290,200,0,727.35
291,188,0,737.37
292,812,0,-170.29
293,186,0,741.43
294,136,0,772.82
295,274,0,679.03
296,228,0,711.78
297,116,0,783.77
298,246,0,705.77
299,174,0,748.37
300,162,0,753.47
301,170,0,750.77
302,270,0,684.90
303,124,0,780.56
304,184,0,737.40
305,140,0,768.73
306,118,0,782.74
307,184,0,737.08
308,188,0,737.11
309,222,0,718.38
310,170,0,747.58
311,246,0,698.00
312,136,0,772.80
313,120,0,781.16
314,154,0,759.86
315,132,0,774.26
316,142,0,767.97
317,222,0,715.46
318,138,0,769.12
319,142,0,768.11
320,144,0,767.82
321,206,0,728.08
322,158,0,760.57
323,116,0,785.45
324,200,0,734.60
325,144,0,768.09
326,174,0,747.50
327,164,0,751.31
328,142,0,766.90
329,158,0,754.40
330,406,0,584.48
331,286,0,672.63
332,114,0,286.75
333,168,0,753.53
334,136,0,775.29
335,116,0,783.99
336,144,0,767.90
337,174,0,750.89
338,152,0,764.21
339,144,0,766.02
340,140,0,769.86
341,94,0,799.78
342,112,0,786.67
343,278,0,682.10
344,112,0,789.47
345,100,0,795.49
346,154,0,757.43
347,206,0,723.91
348,154,0,760.11
349,168,0,748.92
350,158,0,757.51
351,134,0,772.56
352,118,0,783.40
353,118,0,783.06
354,204,0,728.03
355,160,0,759.74
356,126,0,775.50
357,152,0,760.95
358,104,0,794.04
359,110,0,787.69
360,158,0,757.87
361,106,0,791.36
362,164,0,752.67
363,130,0,775.83
364,138,0,769.62
365,140,0,769.26
366,118,0,784.70
367,132,0,775.59
368,126,0,778.84
369,112,0,786.96
370,130,0,776.55
371,218,0,721.24
372,164,0,753.84
373,110,0,787.97
374,118,0,782.41
375,178,0,741.57
376,224,0,720.28
377,134,0,772.94
378,162,0,756.28
379,118,0,783.75
380,178,0,741.42
381,122,0,781.12
382,100,0,794.89
383,136,0,774.47
384,138,0,769.63
385,160,0,756.59
386,178,0,742.31
387,150,0,760.44
388,128,0,778.22
389,118,0,783.52
390,222,0,719.07
391,160,0,761.19
392,116,0,785.00
393,134,0,774.34
394,194,0,733.68
395,178,0,740.17
396,100,0,795.30
397,148,0,759.66
398,152,0,760.90
399,106,0,790.43
400,126,0,776.84
401,134,0,771.77
402,92,0,800.31
403,128,0,773.70
404,128,0,774.74
405,122,0,779.74
406,148,0,762.94
407,130,0,775.25
408,398,0,592.38
409,176,0,744.25
410,146,0,763.30
411,134,0,775.73
412,106,0,790.25
413,94,0,798.89
414,152,0,763.41
415,98,0,796.20
416,118,0,781.75
417,160,0,751.86
418,108,0,790.81
419,102,0,795.40
420,110,0,787.47
421,108,0,791.52
422,212,0,719.80
423,166,0,755.43
424,126,0,776.75
425,176,0,742.96
426,128,0,775.09
