episode,steps,hit_count,total_reward,epsilon
1,1408,762,-17311.67,0.9950
2,96,60,-1163.17,0.9900
3,569,315,-6950.17,0.9851
4,680,388,-8708.87,0.9801
5,928,516,-11720.17,0.9752
6,474,242,-5389.67,0.9704
7,1178,658,-15026.87,0.9655
8,1432,770,-17440.59,0.9607
9,640,334,-7370.57,0.9559
10,150,76,-1585.27,0.9511
11,495,247,-5354.77,0.9464
12,628,326,-7115.87,0.9416
13,371,181,-4029.97,0.9369
14,219,103,-2149.87,0.9322
15,470,236,-5219.07,0.9276
16,264,142,-3076.07,0.9229
17,484,260,-5868.07,0.9183
18,222,108,-2335.67,0.9137
19,338,170,-3654.47,0.9092
20,319,159,-3371.87,0.9046
21,301,143,-3056.67,0.9001
22,303,141,-2989.77,0.8956
23,398,198,-4376.67,0.8911
24,203,95,-2036.27,0.8867
25,215,93,-1928.07,0.8822
26,171,81,-1628.47,0.8778
27,146,72,-1476.07,0.8734
28,192,82,-1715.47,0.8691
29,227,117,-2552.07,0.8647
30,248,118,-2455.67,0.8604
31,201,81,-1717.77,0.8561
32,212,96,-2066.37,0.8518
33,286,128,-2838.27,0.8475
34,138,56,-1119.47,0.8433
35,272,130,-2771.67,0.8391
36,139,61,-1204.27,0.8349
37,263,117,-2478.57,0.8307
38,308,142,-3061.77,0.8266
39,145,63,-1231.07,0.8224
40,132,62,-1203.37,0.8183
41,93,41,-745.47,0.8142
42,214,98,-2117.47,0.8102
43,245,107,-2143.87,0.8061
44,266,122,-2616.07,0.8021
45,155,65,-1284.87,0.7981
46,291,125,-2765.67,0.7941
47,181,73,-1560.97,0.7901
48,122,50,-866.97,0.7862
49,179,75,-1562.17,0.7822
50,132,64,-1286.57,0.7783
51,349,163,-3719.87,0.7744
52,140,70,-1402.37,0.7705
53,124,52,-998.37,0.7667
54,131,55,-1071.47,0.7629
55,117,45,-892.57,0.7590
56,149,63,-1252.27,0.7553
57,133,45,-812.47,0.7515
58,132,62,-1278.87,0.7477
59,82,28,-463.87,0.7440
60,139,57,-1143.07,0.7403
61,97,37,-578.57,0.7366
62,77,29,-488.87,0.7329
63,78,32,-549.87,0.7292
64,195,85,-1829.97,0.7256
65,107,33,-590.87,0.7219
66,93,37,-669.37,0.7183
67,81,33,-577.97,0.7147
68,61,21,-319.77,0.7112
69,73,25,-406.17,0.7076
70,102,46,-852.37,0.7041
71,91,29,-433.27,0.7005
72,75,29,-483.67,0.6970
73,70,26,-428.57,0.6936
74,41,13,-149.77,0.6901
75,77,29,-487.27,0.6866
76,110,42,-787.07,0.6832
77,61,25,-396.57,0.6798
78,140,27,-872.94,0.6764
79,60,20,-301.57,0.6730
80,64,26,-416.67,0.6696
81,73,29,-482.67,0.6663
82,70,22,-342.27,0.6630
83,116,48,-922.07,0.6597
84,203,81,-1790.37,0.6564
85,89,29,-395.17,0.6531
86,57,17,-233.87,0.6498
87,124,46,-905.57,0.6466
88,107,37,-708.47,0.6433
89,111,41,-800.27,0.6401
90,101,35,-637.57,0.6369
91,75,25,-409.07,0.6337
92,112,42,-804.97,0.6306
93,91,39,-699.37,0.6274
94,113,45,-829.17,0.6243
95,75,23,-365.37,0.6211
96,60,24,-395.87,0.6180
97,53,15,-192.17,0.6149
98,74,28,-469.17,0.6119
99,69,19,-290.87,0.6088
100,80,32,-562.77,0.6058
101,85,35,-612.67,0.6027
102,63,21,-319.67,0.5997
103,67,19,-278.37,0.5967
104,62,20,-297.47,0.5937
105,54,24,-373.07,0.5908
106,64,12,-146.67,0.5878
107,34,6,-7.97,0.5849
108,63,27,-437.47,0.5820
109,44,14,-169.97,0.5790
110,70,24,-383.87,0.5762
111,48,12,-131.87,0.5733
112,73,21,-331.77,0.5704
113,54,16,-213.97,0.5676
114,74,32,-550.67,0.5647
115,45,13,-149.37,0.5619
116,49,13,-150.77,0.5591
117,66,16,-220.27,0.5563
118,49,15,-192.87,0.5535
119,77,27,-450.57,0.5507
120,67,25,-404.87,0.5480
121,56,22,-335.47,0.5452
122,46,14,-170.17,0.5425
123,65,23,-355.97,0.5398
124,63,21,-321.27,0.5371
125,50,12,-132.47,0.5344
126,77,23,-366.27,0.5318
127,48,16,-209.87,0.5291
128,42,10,-89.57,0.5264
129,35,5,11.43,0.5238
130,57,17,-235.27,0.5212
131,41,9,-69.87,0.5186
132,79,23,-376.37,0.5160
133,55,17,-235.17,0.5134
134,43,11,-110.77,0.5108
135,56,18,-255.67,0.5083
136,50,12,-131.47,0.5058
137,64,20,-296.07,0.5032
138,39,5,10.53,0.5007
139,45,9,-71.17,0.4982
140,48,16,-113.17,0.4957
141,63,21,-326.57,0.4932
142,64,20,-299.77,0.4908
143,49,15,-192.77,0.4883
144,44,12,-129.17,0.4859
145,46,10,-90.67,0.4834
146,38,8,-48.47,0.4810
147,42,10,-88.67,0.4786
148,46,12,-131.37,0.4762
149,66,22,-340.17,0.4738
150,42,10,-88.77,0.4715
151,47,11,-111.27,0.4691
152,50,18,-151.37,0.4668
153,49,19,-270.57,0.4644
154,52,14,-187.57,0.4621
155,56,12,-134.07,0.4598
156,46,10,-90.37,0.4575
157,37,5,11.03,0.4552
158,44,10,-89.57,0.4529
159,51,11,-113.57,0.4507
160,51,17,-233.77,0.4484
161,42,6,-12.37,0.4462
162,39,9,-69.67,0.4440
163,42,8,-48.27,0.4417
164,35,5,12.33,0.4395
165,43,9,-70.47,0.4373
166,45,13,-151.37,0.4351
167,41,9,-69.57,0.4330
168,41,13,-148.87,0.4308
169,47,13,-149.97,0.4286
170,38,6,-8.97,0.4265
171,34,6,-7.67,0.4244
172,37,7,-28.47,0.4223
173,58,18,-256.07,0.4201
174,50,14,-173.67,0.4180
175,48,14,-172.27,0.4159
176,48,14,-172.27,0.4139
177,74,20,-322.87,0.4118
178,46,10,-92.47,0.4097
179,48,14,-171.87,0.4077
180,41,13,-148.87,0.4057
181,49,11,-108.67,0.4036
182,40,8,-50.17,0.4016
183,47,11,-110.97,0.3996
184,37,5,10.43,0.3976
185,47,15,-190.47,0.3956
186,41,7,-30.47,0.3936
187,43,9,-68.17,0.3917
188,35,3,51.63,0.3897
189,44,12,-129.87,0.3878
190,43,11,-110.17,0.3858
191,35,7,-27.97,0.3839
192,38,6,-9.87,0.3820
193,38,8,-47.67,0.3801
194,37,5,11.23,0.3782
195,41,9,-69.27,0.3763
196,41,11,-111.17,0.3744
197,43,11,-109.37,0.3725
198,40,10,-88.17,0.3707
199,55,19,-274.27,0.3688
200,48,10,-89.77,0.3670
201,57,19,-274.67,0.3651
202,46,12,-130.67,0.3633
203,49,7,-32.17,0.3615
204,39,11,-108.57,0.3597
205,35,7,-27.67,0.3579
206,40,8,-48.97,0.3561
207,32,2,71.23,0.3543
208,32,4,32.33,0.3525
209,41,9,-68.17,0.3508
210,38,6,-8.97,0.3490
211,37,5,11.03,0.3473
212,46,12,-135.77,0.3455
213,32,4,32.03,0.3438
214,40,4,30.63,0.3421
215,42,8,-50.67,0.3404
216,39,7,-29.07,0.3387
217,37,9,-67.67,0.3370
218,42,8,-48.67,0.3353
219,48,8,-53.17,0.3336
220,31,3,52.33,0.3320
221,38,6,-7.97,0.3303
222,52,14,-170.97,0.3286
223,35,7,-28.57,0.3270
224,36,6,-10.87,0.3254
225,47,9,-75.17,0.3238
226,37,5,11.63,0.3222
227,46,12,-131.27,0.3205
228,37,5,11.93,0.3189
229,44,10,-90.47,0.3173
230,36,6,-8.27,0.3158
231,35,5,11.83,0.3142
232,38,6,90.73,0.3126
233,37,7,-28.17,0.3110
234,45,11,-111.57,0.3095
235,38,8,-49.97,0.3079
236,40,6,-7.97,0.3064
237,36,6,-8.47,0.3049
238,30,2,72.33,0.3033
239,33,5,12.33,0.3018
240,34,4,31.83,0.3003
241,30,2,72.33,0.2988
242,43,7,-29.47,0.2973
243,38,8,-48.77,0.2958
244,33,5,12.33,0.2944
245,32,4,32.33,0.2929
246,46,12,-131.57,0.2914
247,37,5,11.63,0.2900
248,39,9,-69.37,0.2885
249,32,4,32.33,0.2871
250,42,8,-48.17,0.2856
251,33,3,52.03,0.2842
252,39,7,-28.97,0.2828
253,33,3,52.13,0.2814
254,48,8,45.93,0.2800
255,48,14,-174.07,0.2786
256,33,5,12.03,0.2772
257,37,7,-28.47,0.2758
258,30,2,72.33,0.2744
259,40,6,91.83,0.2730
260,33,3,52.33,0.2717
261,28,0,112.33,0.2703
262,37,9,-67.97,0.2690
263,40,6,-9.27,0.2676
264,35,5,12.13,0.2663
265,34,2,70.73,0.2649
266,34,6,-7.97,0.2636
267,34,4,31.73,0.2623
268,33,5,11.43,0.2610
269,34,6,-7.97,0.2597
270,33,5,12.33,0.2584
271,48,14,-172.47,0.2571
272,42,8,-49.47,0.2558
273,36,4,31.63,0.2545
274,37,5,10.73,0.2533
275,35,5,12.13,0.2520
276,32,4,32.33,0.2507
277,40,8,-47.87,0.2495
278,34,6,-8.57,0.2482
279,31,3,52.33,0.2470
280,30,2,72.33,0.2458
281,38,6,-8.17,0.2445
282,36,4,31.53,0.2433
283,35,5,11.53,0.2421
284,36,4,31.63,0.2409
285,32,4,32.33,0.2397
286,39,7,-31.37,0.2385
287,32,4,32.33,0.2373
288,29,1,92.33,0.2361
289,33,3,52.33,0.2349
290,33,5,12.33,0.2338
291,33,5,12.33,0.2326
292,31,3,52.33,0.2314
293,36,6,-8.47,0.2303
294,34,4,31.83,0.2291
295,33,5,12.33,0.2280
296,34,6,-7.67,0.2268
297,32,4,32.33,0.2257
298,30,2,72.33,0.2246
299,35,7,-28.27,0.2234
300,32,4,32.33,0.2223
301,31,3,52.33,0.2212
302,32,4,32.33,0.2201
303,33,5,12.33,0.2190
304,32,4,32.03,0.2179
305,31,3,52.03,0.2168
306,33,3,52.13,0.2157
307,32,4,32.33,0.2147
308,36,8,-47.97,0.2136
309,40,8,-50.17,0.2125
310,34,6,-7.97,0.2115
311,37,7,-28.17,0.2104
312,40,2,71.13,0.2093
313,33,5,12.33,0.2083
314,34,4,32.13,0.2073
315,31,3,52.33,0.2062
316,34,6,-8.27,0.2052
317,33,3,52.33,0.2042
318,33,3,52.33,0.2031
319,37,7,-28.17,0.2021
320,38,8,-48.57,0.2011
321,29,1,92.33,0.2001
322,33,3,51.83,0.1991
323,33,3,51.83,0.1981
324,47,15,-192.07,0.1971
325,33,5,12.33,0.1961
326,33,3,52.33,0.1952
327,41,7,-29.67,0.1942
328,33,3,51.83,0.1932
329,35,7,-27.67,0.1922
330,34,4,32.13,0.1913
331,35,5,12.33,0.1903
332,33,3,52.33,0.1894
333,33,5,12.03,0.1884
334,33,5,12.03,0.1875
335,29,1,92.33,0.1865
336,31,3,52.33,0.1856
337,29,1,92.33,0.1847
338,38,4,31.03,0.1838
339,32,2,72.03,0.1828
340,32,2,72.33,0.1819
341,30,2,72.33,0.1810
342,31,3,52.33,0.1801
343,34,4,32.33,0.1792
344,35,5,11.83,0.1783
345,31,3,52.33,0.1774
346,36,6,91.23,0.1765
347,29,1,92.33,0.1757
348,29,1,92.33,0.1748
349,32,2,71.83,0.1739
350,39,7,-28.97,0.1730
351,28,0,112.33,0.1722
352,35,5,12.33,0.1713
353,38,8,-49.07,0.1705
354,32,2,72.13,0.1696
355,35,5,11.83,0.1688
356,33,5,12.33,0.1679
357,39,5,10.43,0.1671
358,38,8,-47.97,0.1662
359,28,0,112.33,0.1654
360,34,4,32.33,0.1646
361,34,4,31.83,0.1638
362,32,4,32.03,0.1629
363,33,5,12.33,0.1621
364,33,5,12.33,0.1613
365,34,4,31.83,0.1605
366,36,6,-8.27,0.1597
367,32,4,32.33,0.1589
368,33,5,12.03,0.1581
369,30,2,72.33,0.1573
370,35,3,52.03,0.1565
371,31,1,91.83,0.1557
372,36,8,-47.67,0.1550
373,30,2,72.33,0.1542
374,33,5,12.03,0.1534
375,32,4,32.33,0.1527
376,31,3,52.33,0.1519
377,34,2,72.13,0.1511
378,35,5,11.83,0.1504
379,37,1,90.73,0.1496
380,30,2,72.33,0.1489
381,31,3,52.03,0.1481
382,34,4,31.83,0.1474
383,32,4,32.33,0.1467
384,34,4,31.83,0.1459
385,30,2,72.33,0.1452
386,29,1,92.33,0.1445
387,34,4,31.83,0.1437
388,33,3,51.83,0.1430
389,31,3,52.03,0.1423
390,31,1,92.13,0.1416
391,32,4,32.33,0.1409
392,32,2,71.83,0.1402
393,29,1,92.33,0.1395
394,29,1,92.33,0.1388
395,32,2,72.13,0.1381
396,32,4,32.33,0.1374
397,29,1,92.33,0.1367
398,31,3,52.03,0.1360
399,32,4,32.03,0.1354
400,29,1,92.33,0.1347
401,30,2,72.33,0.1340
402,28,0,112.33,0.1333
403,33,1,92.13,0.1327
404,29,1,92.33,0.1320
405,31,3,52.33,0.1313
406,30,2,72.33,0.1307
407,31,3,52.33,0.1300
408,30,2,72.33,0.1294
409,31,3,52.33,0.1287
410,29,1,92.33,0.1281
411,33,3,52.33,0.1275
412,30,2,72.33,0.1268
413,31,3,52.33,0.1262
414,35,3,51.93,0.1256
415,35,3,51.83,0.1249
416,33,5,12.33,0.1243
417,32,2,72.03,0.1237
418,34,2,71.63,0.1231
419,32,4,32.03,0.1224
420,29,1,92.33,0.1218
421,29,1,92.33,0.1212
422,32,2,72.33,0.1206
423,29,1,92.33,0.1200
424,30,2,172.03,0.1194
425,33,5,12.33,0.1188
426,29,1,92.33,0.1182
427,35,5,11.23,0.1176
428,32,2,72.33,0.1170
429,31,3,52.33,0.1165
430,31,3,152.33,0.1159
431,29,1,92.33,0.1153
432,29,1,92.33,0.1147
433,31,3,52.33,0.1141
434,30,2,72.33,0.1136
435,30,2,72.33,0.1130
436,35,5,11.83,0.1124
437,28,0,212.33,0.1119
438,32,4,32.33,0.1113
439,28,0,112.33,0.1108
440,33,1,92.13,0.1102
441,30,2,72.33,0.1097
442,31,3,52.33,0.1091
443,31,3,152.33,0.1086
444,30,2,72.33,0.1080
445,31,3,52.33,0.1075
446,29,1,92.33,0.1069
447,32,4,32.33,0.1064
448,34,6,-7.97,0.1059
449,32,0,112.13,0.1053
450,30,2,72.33,0.1048
451,41,5,8.13,0.1043
452,30,2,72.33,0.1038
453,28,0,112.33,0.1033
454,28,0,112.33,0.1027
455,33,5,12.33,0.1022
456,29,1,92.33,0.1017
457,31,1,92.33,0.1012
458,32,2,72.13,0.1007
459,32,0,111.93,0.1002
460,29,1,92.33,0.0997
461,33,5,11.73,0.0992
462,29,1,92.33,0.0987
463,28,0,112.33,0.0982
464,30,2,72.33,0.0977
465,33,5,12.03,0.0972
466,28,0,112.33,0.0967
467,29,1,92.33,0.0963
468,29,1,92.33,0.0958
469,28,0,112.33,0.0953
470,31,1,91.83,0.0948
471,30,2,72.33,0.0943
472,30,2,72.33,0.0939
473,32,2,71.83,0.0934
474,30,2,72.33,0.0929
475,30,2,72.33,0.0925
476,28,0,112.33,0.0920
477,29,1,92.33,0.0916
478,29,1,92.33,0.0911
479,28,0,112.33,0.0906
480,28,0,112.33,0.0902
481,33,1,91.93,0.0897
482,29,1,92.33,0.0893
483,28,0,112.33,0.0888
484,31,1,92.13,0.0884
485,29,1,92.33,0.0880
486,31,1,92.33,0.0875
487,28,0,112.33,0.0871
488,30,0,112.13,0.0866
489,29,1,92.33,0.0862
490,34,4,32.33,0.0858
491,30,2,72.33,0.0853
492,28,0,112.33,0.0849
493,29,1,92.33,0.0845
494,33,3,51.83,0.0841
495,34,4,32.33,0.0837
496,28,0,112.33,0.0832
497,29,1,92.33,0.0828
498,29,1,92.33,0.0824
499,29,1,92.33,0.0820
500,30,2,72.33,0.0816
501,28,0,112.33,0.0812
502,30,2,72.33,0.0808
503,34,4,32.03,0.0804
504,31,1,92.13,0.0800
505,33,3,52.03,0.0796
506,30,2,72.33,0.0792
507,28,0,112.33,0.0788
508,28,0,112.33,0.0784
509,30,2,72.33,0.0780
510,29,1,92.33,0.0776
511,30,2,72.33,0.0772
512,29,1,92.33,0.0768
513,31,3,52.33,0.0764
514,30,0,112.33,0.0761
515,29,1,92.33,0.0757
516,31,3,52.33,0.0753
517,29,1,92.33,0.0749
518,30,2,72.03,0.0745
519,29,1,92.33,0.0742
520,29,1,92.33,0.0738
521,30,2,72.33,0.0734
522,30,2,72.33,0.0731
523,29,1,92.33,0.0727
524,30,0,112.13,0.0723
525,32,4,32.03,0.0720
526,31,3,52.33,0.0716
527,30,2,72.33,0.0713
528,28,0,112.33,0.0709
529,31,3,52.33,0.0705
530,29,1,92.33,0.0702
531,29,1,92.33,0.0698
532,28,0,112.33,0.0695
533,31,1,92.13,0.0691
534,30,2,72.33,0.0688
535,29,1,92.33,0.0685
536,30,2,72.33,0.0681
537,29,1,92.33,0.0678
538,31,1,92.13,0.0674
539,32,4,32.33,0.0671
540,33,1,91.63,0.0668
541,32,2,72.33,0.0664
542,29,1,92.33,0.0661
543,28,0,112.33,0.0658
544,30,2,72.33,0.0654
545,31,1,92.33,0.0651
546,30,2,72.33,0.0648
547,30,2,72.33,0.0645
548,29,1,92.33,0.0641
549,30,2,72.33,0.0638
550,29,1,92.33,0.0635
551,29,1,92.33,0.0632
552,30,0,112.33,0.0629
553,29,1,92.33,0.0625
554,28,0,112.33,0.0622
