episode,steps,hit_count,total_reward,epsilon
1,20,0,111.53,0.0000
2,20,0,111.53,0.0000
3,20,0,111.53,0.0000
4,20,0,111.53,0.0000
5,20,0,111.53,0.0000
6,20,0,11.53,0.0000
