episode,steps,hit_count,total_reward
295,22,0,577.49
296,26,0,575.04
297,30,0,72.76
298,22,0,577.49
299,24,0,576.10
300,20,0,578.85
301,22,0,577.49
302,26,0,575.04
303,22,0,577.49
304,50,0,559.48
305,26,0,574.74
306,28,0,573.62
307,26,0,574.98
308,26,0,575.10
309,32,0,571.25
310,22,0,577.49
311,26,0,575.10
312,20,0,578.85
313,28,0,574.15
314,24,0,576.46
315,26,0,574.71
316,28,0,573.56
317,30,0,572.32
318,34,0,569.56
319,28,0,573.71
320,22,0,577.49
321,24,0,576.43
322,24,0,576.46
323,22,0,577.49
324,22,0,577.49
325,32,0,570.90
326,24,0,576.10
327,26,0,574.74
328,28,0,573.67
329,22,0,577.82
330,22,0,577.49
331,22,0,577.49
332,28,0,573.71
333,22,0,577.49
334,26,0,575.07
335,24,0,576.07
336,28,0,573.17
337,20,0,578.85
338,24,0,576.46
339,26,0,574.77
340,22,0,577.49
341,22,0,577.49
342,22,0,577.49
343,24,0,576.43
344,20,0,578.85
345,28,0,573.62
346,26,0,574.77
347,30,0,572.13
348,24,0,576.13
349,46,0,562.07
350,32,0,570.45
351,24,0,76.07
352,20,0,578.85
353,22,0,577.49
354,22,0,77.82
355,22,0,577.49
356,20,0,578.85
357,26,0,574.59
358,28,0,573.23
359,34,0,569.65
360,20,0,78.85
361,20,0,78.85
362,20,0,578.85
363,24,0,576.10
364,24,0,576.13
365,24,0,576.43
366,20,0,578.85
367,22,0,577.49
368,22,0,577.49
369,22,0,77.49
370,28,0,573.64
371,22,0,577.49
372,26,0,74.74
373,22,0,577.49
374,24,0,576.10
375,24,0,76.07
376,28,0,573.35
377,26,0,575.51
378,34,0,569.86
379,24,0,576.10
380,26,0,574.77
381,22,0,577.49
382,26,0,574.65
383,40,0,565.63
384,22,0,577.49
385,22,0,577.82
386,22,0,577.49
387,24,0,576.46
388,30,0,571.81
389,24,0,576.46
390,30,0,572.32
391,22,0,577.49
392,24,0,576.07
393,22,0,577.49
394,22,0,577.49
395,26,0,574.71
396,24,0,576.10
397,36,0,568.26
398,22,0,577.82
399,24,0,76.07
400,40,0,565.86
401,74,0,546.12
402,20,0,578.85
403,22,0,577.49
404,24,0,576.13
405,24,0,576.13
406,34,0,569.56
407,46,0,561.24
408,30,0,571.90
409,54,0,556.58
410,42,0,563.73
411,26,0,574.59
412,26,0,575.10
413,40,0,564.56
414,32,0,570.83
415,28,0,573.38
416,54,0,557.62
417,36,0,567.58
418,340,0,372.56
419,90,0,532.68
420,136,0,497.69
421,58,0,555.49
422,22,0,577.49
423,26,0,574.71
424,36,0,569.67
425,86,0,535.96
426,54,0,555.96
427,24,0,576.46
428,26,0,574.74
429,26,0,574.74
430,42,0,563.44
431,48,0,558.84
432,30,0,572.32
433,44,0,562.75
434,24,0,576.46
435,30,0,571.78
436,30,0,571.93
437,30,0,571.84
438,24,0,576.07
439,30,0,571.78
440,34,0,570.68
441,20,0,578.85
442,34,0,569.42
443,28,0,573.29
444,60,0,552.19
445,60,0,555.14
446,44,0,563.02
447,36,0,567.67
448,26,0,575.10
449,26,0,575.10
450,26,0,575.07
451,20,0,578.85
452,24,0,576.13
453,30,0,571.69
454,22,0,577.49
455,32,0,571.39
456,32,0,570.93
457,20,0,578.85
458,22,0,577.49
459,32,0,570.72
460,30,0,572.28
461,34,0,570.30
462,22,0,577.49
463,28,0,574.03
464,22,0,577.82
465,24,0,576.13
466,20,0,578.85
467,46,0,564.20
468,32,0,571.54
469,22,0,577.82
470,36,0,567.37
471,26,0,574.71
472,30,0,572.32
473,28,0,573.35
474,30,0,573.84
475,30,0,571.93
476,28,0,574.15
477,22,0,577.49
478,22,0,577.49
479,26,0,574.74
480,30,0,573.84
481,22,0,577.49
482,24,0,576.10
483,20,0,578.85
484,24,0,576.46
485,34,0,569.77
486,54,0,556.17
487,20,0,578.85
488,22,0,577.49
489,30,0,572.20
490,44,0,562.30
491,470,0,243.84
492,72,0,540.09
493,32,0,570.87
494,40,0,565.69
495,30,0,571.99
496,22,0,577.49
497,24,0,576.46
498,24,0,576.46
499,34,0,569.48
500,120,0,506.10
501,54,0,553.98
502,28,0,573.65
503,32,0,570.30
504,32,0,570.90
505,28,0,573.65
506,32,0,571.21
507,24,0,576.13
508,22,0,577.49
509,22,0,577.49
510,26,0,575.07
511,28,0,573.62
512,34,0,569.60
513,30,0,572.32
514,38,0,566.37
515,28,0,573.68
516,34,0,568.94
517,20,0,578.85
518,20,0,578.85
519,22,0,577.82
520,22,0,577.82
521,38,0,568.99
522,42,0,566.32
523,24,0,576.13
524,24,0,576.46
525,32,0,570.90
526,28,0,573.71
527,20,0,578.85
528,22,0,577.49
529,34,0,569.98
530,26,0,575.07
531,30,0,572.29
532,54,0,556.29
533,30,0,572.26
534,42,0,564.52
535,38,0,567.11
536,32,0,570.42
537,32,0,570.96
538,36,0,567.73
539,26,0,575.07
540,34,0,569.54
541,30,0,572.67
542,32,0,569.85
543,22,0,577.49
544,28,0,573.62
545,28,0,573.71
546,22,0,577.82
547,26,0,575.01
548,22,0,577.49
549,20,0,578.85
550,24,0,576.13
551,26,0,574.71
552,22,0,577.82
553,32,0,570.33
554,22,0,577.82
555,28,0,573.38
556,22,0,577.49
557,26,0,574.74
558,22,0,577.49
559,30,0,572.29
560,22,0,577.49
561,24,0,576.13
562,22,0,577.82
563,22,0,577.49
564,32,0,572.31
565,22,0,577.49
566,30,0,572.29
567,24,0,576.13
568,22,0,577.49
569,20,0,578.85
570,22,0,577.82
571,20,0,578.85
572,24,0,576.46
573,20,0,578.85
574,48,0,557.74
575,30,0,571.90
576,24,0,576.46
577,22,0,577.49
578,58,0,551.25
579,24,0,576.13
580,22,0,577.49
581,20,0,578.85
582,32,0,570.75
583,22,0,577.49
584,24,0,576.43
585,24,0,576.07
586,20,0,578.85
587,28,0,573.62
588,34,0,570.56
589,20,0,578.85
590,20,0,578.85
591,44,0,561.12
592,36,0,568.32
593,26,0,575.07
594,28,0,574.35
595,46,0,561.47
596,28,0,573.71
597,34,0,570.56
598,28,0,573.62
599,20,0,578.85
600,26,0,575.15
601,24,0,576.46
602,20,0,578.85
603,26,0,575.10
604,24,0,576.10
605,20,0,578.85
606,22,0,577.82
