episode,steps,hit_count,total_reward,epsilon
1,2822,1546,-36749.47,0.9900
2,1713,929,-22361.97,0.9801
3,821,463,-10771.87,0.9703
4,871,475,-11078.17,0.9606
5,325,159,-3451.32,0.9510
6,325,161,-3517.47,0.9415
7,709,387,-8697.02,0.9321
8,373,191,-4203.67,0.9227
9,277,135,-2880.07,0.9135
10,379,183,-4119.92,0.9044
11,230,116,-2383.52,0.8953
12,229,119,-2634.47,0.8864
13,377,171,-3836.32,0.8775
14,195,99,-2041.32,0.8687
15,240,118,-2531.12,0.8601
16,361,167,-3586.27,0.8515
17,324,178,-3955.37,0.8429
18,201,87,-1812.32,0.8345
19,392,182,-4013.67,0.8262
20,191,83,-1701.62,0.8179
21,124,56,-1062.62,0.8097
22,177,81,-1614.77,0.8016
23,222,92,-1991.37,0.7936
24,195,89,-1816.82,0.7857
25,133,57,-1073.12,0.7778
26,198,98,-2043.67,0.7700
27,140,66,-1263.02,0.7623
28,117,49,-907.47,0.7547
29,177,89,-1806.87,0.7472
30,136,64,-1224.52,0.7397
31,141,65,-1245.02,0.7323
32,117,45,-866.82,0.7250
33,149,61,-1188.42,0.7177
34,137,69,-1332.82,0.7106
35,99,37,-659.27,0.7034
36,94,34,-585.52,0.6964
37,68,18,-247.67,0.6894
38,118,50,-921.07,0.6826
39,118,46,-846.37,0.6757
40,108,42,-762.67,0.6690
41,83,29,-488.77,0.6623
42,110,46,-867.02,0.6557
43,80,22,-337.72,0.6491
44,95,35,-609.52,0.6426
45,96,34,-580.47,0.6362
46,84,32,-537.02,0.6298
47,96,42,-747.27,0.6235
48,65,19,-264.77,0.6173
49,124,50,-934.62,0.6111
50,92,42,-744.47,0.6050
51,103,39,-687.12,0.5990
52,69,25,-385.22,0.5930
53,72,20,-291.22,0.5870
54,127,53,-1053.07,0.5812
55,71,23,-347.87,0.5754
56,80,24,-376.62,0.5696
57,70,18,-251.47,0.5639
58,58,14,-163.42,0.5583
59,92,38,-668.47,0.5527
60,89,37,-640.72,0.5472
61,76,24,-369.32,0.5417
62,65,21,-304.62,0.5363
63,82,28,-458.12,0.5309
64,82,22,-341.52,0.5256
65,73,19,-270.67,0.5203
66,60,14,-163.52,0.5151
67,81,25,-398.12,0.5100
68,56,12,-123.47,0.5049
69,76,28,-449.62,0.4998
70,56,12,-122.82,0.4948
71,56,12,-123.77,0.4899
72,60,14,-165.62,0.4850
73,60,14,-164.47,0.4801
74,71,23,-348.72,0.4753
75,65,17,-226.72,0.4706
76,57,13,-143.72,0.4659
77,88,28,-458.32,0.4612
78,52,8,-43.12,0.4566
79,71,23,-350.32,0.4520
80,80,28,-452.27,0.4475
81,60,18,-245.42,0.4430
82,61,11,-104.92,0.4386
83,64,18,-244.72,0.4342
84,60,16,-204.32,0.4299
85,76,26,-410.72,0.4256
86,57,13,-142.52,0.4213
87,65,15,-188.02,0.4171
88,56,12,-123.72,0.4129
89,60,16,-204.02,0.4088
90,59,13,-144.72,0.4047
91,56,12,-123.72,0.4007
92,47,5,17.88,0.3967
93,53,11,-103.02,0.3927
94,61,9,-65.82,0.3888
95,67,17,-226.77,0.3849
96,59,17,-223.92,0.3810
97,54,10,-82.57,0.3772
98,55,13,-141.82,0.3735
99,58,14,-162.57,0.3697
100,55,13,-143.92,0.3660
101,51,11,-101.12,0.3624
102,55,9,-67.02,0.3587
103,52,8,-42.57,0.3552
104,56,12,-122.82,0.3516
105,53,9,-62.22,0.3481
106,54,10,-84.02,0.3446
107,51,9,-62.12,0.3412
108,62,16,-205.37,0.3378
109,54,12,-123.02,0.3344
110,50,8,-41.52,0.3310
111,49,9,-61.12,0.3277
112,55,9,-64.82,0.3244
113,54,8,-43.22,0.3212
114,49,7,-23.02,0.3180
115,51,11,-101.12,0.3148
116,45,3,58.48,0.3117
117,47,7,-21.42,0.3085
118,60,14,-164.12,0.3055
119,43,3,59.18,0.3024
120,54,10,-82.57,0.2994
121,64,14,-165.57,0.2964
122,51,11,-101.12,0.2934
123,56,10,-82.92,0.2905
124,52,10,-83.02,0.2876
125,52,8,-43.17,0.2847
126,59,13,-144.17,0.2819
127,48,6,-3.32,0.2790
128,53,11,-103.02,0.2763
129,49,9,-61.12,0.2735
130,44,4,39.18,0.2708
131,54,12,-123.32,0.2680
132,55,9,-62.92,0.2654
133,46,6,-1.12,0.2627
134,55,11,-101.92,0.2601
135,55,7,-25.32,0.2575
136,45,5,19.18,0.2549
137,42,2,79.18,0.2524
138,45,5,18.88,0.2498
139,49,9,-61.12,0.2473
140,58,10,-84.82,0.2449
141,58,16,-203.32,0.2424
142,49,5,16.83,0.2400
