episode,steps,hit_count,total_reward,epsilon
234,37,7,-28.07,0.3095
235,32,4,32.33,0.3079
236,40,6,-7.97,0.3064
237,30,2,72.33,0.3048
238,37,5,11.83,0.3033
239,37,9,-67.67,0.3018
240,31,3,52.33,0.3003
241,44,12,-128.47,0.2988
242,39,11,-107.67,0.2973
243,33,5,12.33,0.2958
244,41,9,-68.47,0.2943
245,34,4,31.93,0.2929
246,38,8,-48.07,0.2914
247,36,8,-47.67,0.2899
248,30,2,72.33,0.2885
249,32,4,32.33,0.2870
250,32,2,71.93,0.2856
251,34,6,-7.67,0.2842
252,33,3,51.93,0.2828
253,31,3,52.33,0.2813
254,40,10,-87.77,0.2799
255,35,5,12.23,0.2785
256,43,5,11.23,0.2771
257,35,5,12.23,0.2758
258,34,6,-7.67,0.2744
259,36,6,-8.07,0.2730
260,35,5,11.93,0.2716
261,29,1,92.33,0.2703
262,36,6,-8.07,0.2689
263,39,7,-28.47,0.2676
264,40,6,-8.27,0.2663
265,42,12,-128.07,0.2649
266,43,7,-28.97,0.2636
267,31,3,52.33,0.2623
268,35,7,-27.67,0.2610
269,41,7,-28.87,0.2597
270,32,4,32.33,0.2584
271,39,9,-67.77,0.2571
272,30,2,72.33,0.2558
273,35,5,12.23,0.2545
274,30,2,72.33,0.2532
275,32,2,71.93,0.2520
276,49,13,-148.07,0.2507
277,32,4,32.33,0.2495
278,36,6,-8.07,0.2482
279,30,2,72.33,0.2470
280,43,11,-108.17,0.2457
281,36,8,-47.67,0.2445
282,32,4,32.33,0.2433
283,34,2,71.83,0.2421
284,30,2,72.33,0.2409
285,32,2,72.23,0.2397
286,33,3,51.93,0.2385
287,33,5,12.33,0.2373
288,33,5,12.33,0.2361
289,29,1,92.33,0.2349
290,35,3,51.83,0.2337
291,41,7,-28.57,0.2326
292,31,3,52.33,0.2314
293,39,5,11.43,0.2302
294,33,5,12.33,0.2291
295,40,8,-48.47,0.2279
296,37,3,51.43,0.2268
297,31,3,52.33,0.2257
298,32,4,32.33,0.2245
299,35,5,11.93,0.2234
300,35,5,11.93,0.2223
301,36,4,31.83,0.2212
302,41,9,-67.87,0.2201
303,38,6,-8.47,0.2190
304,43,7,-28.97,0.2179
305,37,5,11.53,0.2168
306,33,1,91.53,0.2157
307,38,6,-8.17,0.2146
308,34,6,-7.67,0.2136
309,29,1,92.33,0.2125
310,34,2,71.53,0.2114
311,38,4,31.13,0.2104
312,32,4,32.33,0.2093
313,36,6,-8.07,0.2083
314,30,2,72.33,0.2072
315,31,3,52.33,0.2062
316,38,8,-48.07,0.2052
317,41,11,-108.07,0.2041
318,36,2,71.43,0.2031
319,32,4,32.33,0.2021
320,35,5,12.23,0.2011
321,32,4,32.33,0.2001
322,34,6,-7.67,0.1991
323,31,3,52.33,0.1981
324,32,2,71.93,0.1971
325,35,7,-27.67,0.1961
326,29,1,92.33,0.1951
327,34,4,31.93,0.1942
328,33,1,91.53,0.1932
329,35,5,11.93,0.1922
330,34,4,31.93,0.1913
331,29,1,92.33,0.1903
332,38,4,31.73,0.1893
333,39,5,11.73,0.1884
334,32,2,71.93,0.1875
335,33,5,12.33,0.1865
336,35,5,12.23,0.1856
337,31,3,52.33,0.1847
338,30,2,72.33,0.1837
339,35,5,11.93,0.1828
340,28,0,112.33,0.1819
341,29,1,92.33,0.1810
342,41,7,-28.57,0.1801
343,33,3,51.93,0.1792
344,39,7,-27.87,0.1783
345,34,2,71.53,0.1774
346,33,3,51.93,0.1765
347,30,2,72.33,0.1756
348,28,0,112.33,0.1748
349,32,4,32.33,0.1739
350,32,4,32.33,0.1730
351,31,3,52.33,0.1721
352,32,2,72.23,0.1713
353,32,2,72.23,0.1704
354,33,3,52.23,0.1696
355,33,5,12.33,0.1687
356,32,4,32.33,0.1679
357,34,4,31.93,0.1670
358,35,7,-27.67,0.1662
359,38,6,-8.17,0.1654
360,31,1,91.93,0.1646
361,33,3,52.23,0.1637
362,33,5,12.33,0.1629
363,34,4,31.93,0.1621
364,29,1,92.33,0.1613
365,35,5,11.93,0.1605
366,34,4,31.93,0.1597
367,30,2,72.33,0.1589
368,34,6,-7.67,0.1581
369,32,2,72.23,0.1573
370,33,5,12.33,0.1565
371,34,6,-7.67,0.1557
372,40,10,-87.77,0.1549
373,36,6,-8.07,0.1542
374,35,5,11.93,0.1534
375,29,1,92.33,0.1526
376,30,2,72.33,0.1519
377,30,2,72.33,0.1511
378,32,2,71.93,0.1504
379,29,1,92.33,0.1496
380,30,0,112.23,0.1489
381,32,2,72.23,0.1481
382,34,6,-7.67,0.1474
383,33,3,51.93,0.1466
384,32,2,71.93,0.1459
385,31,1,91.93,0.1452
386,28,0,112.33,0.1444
387,30,2,72.33,0.1437
388,32,2,72.23,0.1430
389,31,3,52.33,0.1423
390,34,4,31.93,0.1416
391,30,2,72.33,0.1409
392,40,8,-48.17,0.1402
393,34,4,32.23,0.1395
394,30,0,111.93,0.1388
395,29,1,92.33,0.1381
396,32,2,72.23,0.1374
397,29,1,92.33,0.1367
398,30,2,72.33,0.1360
399,29,1,92.33,0.1353
400,31,3,52.33,0.1347
401,31,3,52.33,0.1340
402,31,3,52.33,0.1333
403,29,1,92.33,0.1326
404,30,0,112.23,0.1320
405,29,1,92.33,0.1313
406,29,1,92.33,0.1307
407,28,0,112.33,0.1300
408,28,0,112.33,0.1294
409,38,8,-48.07,0.1287
410,30,2,72.33,0.1281
411,38,8,-47.77,0.1274
412,30,2,72.33,0.1268
413,31,3,52.33,0.1262
414,30,2,72.33,0.1255
415,32,4,32.33,0.1249
416,34,6,-7.67,0.1243
417,32,2,72.23,0.1237
418,30,2,72.33,0.1230
419,31,1,91.93,0.1224
420,28,0,112.33,0.1218
421,32,4,32.33,0.1212
422,34,6,-7.67,0.1206
423,35,1,91.43,0.1200
424,36,6,-8.07,0.1194
425,37,3,51.13,0.1188
426,28,0,112.33,0.1182
427,30,2,72.33,0.1176
428,31,3,52.33,0.1170
429,31,3,52.33,0.1164
430,29,1,92.33,0.1159
431,33,3,52.23,0.1153
432,29,1,92.33,0.1147
433,30,2,72.33,0.1141
434,31,3,52.33,0.1136
435,29,1,92.33,0.1130
436,29,1,92.33,0.1124
437,30,2,72.33,0.1119
438,33,5,12.33,0.1113
439,30,0,111.93,0.1107
440,35,5,11.93,0.1102
441,30,2,72.33,0.1096
442,30,2,72.33,0.1091
443,30,2,72.33,0.1085
444,31,1,92.23,0.1080
445,31,3,52.33,0.1075
446,30,2,72.33,0.1069
447,29,1,92.33,0.1064
448,29,1,92.33,0.1059
449,30,2,72.33,0.1053
450,29,1,92.33,0.1048
451,35,3,51.53,0.1043
452,29,1,92.33,0.1038
453,32,4,32.33,0.1032
454,28,0,112.33,0.1027
455,31,3,52.33,0.1022
456,30,2,72.33,0.1017
457,29,1,92.33,0.1012
458,28,0,112.33,0.1007
459,32,2,72.23,0.1002
460,31,3,52.33,0.0997
461,30,2,72.33,0.0992
462,30,2,72.33,0.0987
463,28,0,112.33,0.0982
464,29,1,92.33,0.0977
465,29,1,92.33,0.0972
466,34,4,31.93,0.0967
467,33,1,91.83,0.0962
468,32,2,72.23,0.0958
469,29,1,92.33,0.0953
470,31,1,91.93,0.0948
471,30,2,72.33,0.0943
472,29,1,92.33,0.0939
473,30,2,72.33,0.0934
474,33,1,91.83,0.0929
475,28,0,112.33,0.0925
476,29,1,92.33,0.0920
477,33,1,91.83,0.0915
478,29,1,92.33,0.0911
479,30,2,72.33,0.0906
480,30,2,72.33,0.0902
481,31,3,52.33,0.0897
482,29,1,92.33,0.0893
483,29,1,92.33,0.0888
484,30,2,72.33,0.0884
485,33,3,51.93,0.0879
486,30,2,72.33,0.0875
487,30,2,72.33,0.0871
488,28,0,112.33,0.0866
489,30,2,72.33,0.0862
490,32,2,72.23,0.0858
491,31,3,52.33,0.0853
492,30,2,72.33,0.0849
493,29,1,92.33,0.0845
494,31,3,52.33,0.0841
495,32,4,32.33,0.0836
496,28,0,112.33,0.0832
497,30,2,72.33,0.0828
498,29,1,92.33,0.0824
499,29,1,92.33,0.0820
500,30,2,72.33,0.0816
501,30,2,72.33,0.0812
502,31,3,52.33,0.0808
503,32,2,71.93,0.0804
504,28,0,112.33,0.0800
505,33,3,51.93,0.0796
506,29,1,92.33,0.0792
507,28,0,112.33,0.0788
508,32,2,72.23,0.0784
509,31,3,52.33,0.0780
510,29,1,92.33,0.0776
511,28,0,112.33,0.0772
512,29,1,92.33,0.0768
513,29,1,92.33,0.0764
514,28,0,112.33,0.0760
515,32,4,32.33,0.0757
516,30,0,111.93,0.0753
517,28,0,112.33,0.0749
518,32,2,72.23,0.0745
519,29,1,92.33,0.0742
520,29,1,92.33,0.0738
521,29,1,92.33,0.0734
522,31,3,52.33,0.0731
523,30,0,112.23,0.0727
524,32,4,32.33,0.0723
525,32,2,72.23,0.0720
526,28,0,112.33,0.0716
527,31,3,52.33,0.0712
528,34,4,31.93,0.0709
529,29,1,92.33,0.0705
530,30,2,72.33,0.0702
531,30,2,72.33,0.0698
532,28,0,112.33,0.0695
533,33,1,91.53,0.0691
534,29,1,92.33,0.0688
535,30,0,112.23,0.0684
536,29,1,92.33,0.0681
537,28,0,112.33,0.0678
538,29,1,92.33,0.0674
539,30,2,72.33,0.0671
540,28,0,112.33,0.0668
541,28,0,112.33,0.0664
542,30,0,111.93,0.0661
543,28,0,112.33,0.0658
544,31,1,91.93,0.0654
545,31,3,52.33,0.0651
546,31,1,92.23,0.0648
547,30,0,111.93,0.0645
548,29,1,92.33,0.0641
549,28,0,112.33,0.0638
550,30,2,72.33,0.0635
551,31,3,52.33,0.0632
552,28,0,112.33,0.0629
553,30,2,72.33,0.0625
554,30,2,72.33,0.0622
555,31,3,52.33,0.0619
556,29,1,92.33,0.0616
557,30,2,72.33,0.0613
558,28,0,112.33,0.0610
559,30,2,72.33,0.0607
560,30,2,72.33,0.0604
561,33,5,12.33,0.0601
562,30,2,72.33,0.0598
563,29,1,92.33,0.0595
564,30,2,72.33,0.0592
565,28,0,112.33,0.0589
566,29,1,92.33,0.0586
567,29,1,92.33,0.0583
568,28,0,112.33,0.0580
569,29,1,92.33,0.0577
570,29,1,92.33,0.0574
571,28,0,112.33,0.0571
572,28,0,112.33,0.0569
573,29,1,92.33,0.0566
574,30,2,72.33,0.0563
575,28,0,112.33,0.0560
576,30,2,72.33,0.0557
577,29,1,92.33,0.0555
578,29,1,92.33,0.0552
579,29,1,92.33,0.0549
580,29,1,92.33,0.0546
581,32,4,32.33,0.0544
582,29,1,92.33,0.0541
583,32,4,32.33,0.0538
584,28,0,112.33,0.0535
585,29,1,92.33,0.0533
586,29,1,92.33,0.0530
587,29,1,92.33,0.0527
588,29,1,92.33,0.0525
589,28,0,112.33,0.0522
590,28,0,112.33,0.0520
591,31,3,52.33,0.0517
592,30,2,72.33,0.0514
593,28,0,112.33,0.0512
594,28,0,112.33,0.0509
595,29,1,92.33,0.0507
596,28,0,112.33,0.0504
597,31,3,52.33,0.0502
598,30,2,72.33,0.0500
599,29,1,92.33,0.0500
600,30,2,72.33,0.0500
601,32,2,71.93,0.0500
602,30,0,112.23,0.0500
603,30,2,72.33,0.0500
604,30,0,111.93,0.0500
605,28,0,112.33,0.0500
606,28,0,112.33,0.0500
607,29,1,92.33,0.0500
608,28,0,112.33,0.0500
609,30,2,72.03,0.0500
610,29,1,92.33,0.0500
611,28,0,112.33,0.0500
612,29,1,92.33,0.0500
613,30,2,72.33,0.0500
614,30,0,111.93,0.0500
615,28,0,112.33,0.0500
616,29,1,92.33,0.0500
617,31,1,91.93,0.0500
618,29,1,92.33,0.0500
619,28,0,112.33,0.0500
620,30,2,72.33,0.0500
621,28,0,112.33,0.0500
622,28,0,112.33,0.0500
623,31,3,52.03,0.9950
624,124,70,-1521.77,0.0500
625,29,1,92.33,0.0500
1,28,0,112.33,0.0000
2,28,0,112.33,0.0000
3,28,0,112.33,0.0000
