episode,steps,hit_count,total_reward,epsilon
1,1298,722,-14431.57,0.9950
2,563,337,-6666.37,0.9900
3,333,183,-3572.37,0.9851
4,892,504,-10038.47,0.9801
5,195,101,-1921.47,0.9752
6,95,51,-911.47,0.9704
7,808,434,-8631.77,0.9655
8,467,249,-4905.37,0.9607
9,480,260,-5126.07,0.9559
10,433,231,-4539.17,0.9511
11,356,174,-3398.47,0.9464
12,350,192,-3753.07,0.9416
13,210,114,-2180.97,0.9369
14,219,105,-2003.97,0.9322
15,389,209,-4096.27,0.9276
16,154,62,-1141.37,0.9229
17,161,77,-1437.07,0.9183
18,121,69,-1272.77,0.9137
19,154,72,-1338.47,0.9092
20,118,64,-1173.77,0.9046
21,363,187,-3657.27,0.9001
22,163,91,-1716.47,0.8956
23,304,150,-2911.67,0.8911
24,71,31,-510.67,0.8867
25,205,105,-2002.07,0.8822
26,270,126,-2430.87,0.8778
27,221,105,-2003.47,0.8734
28,94,42,-733.67,0.8691
29,123,61,-1114.77,0.8647
30,122,58,-1054.27,0.8604
31,70,30,-490.67,0.8561
32,86,34,-573.07,0.8518
33,147,71,-1316.07,0.8475
34,83,37,-631.87,0.8433
35,103,41,-714.77,0.8391
36,138,66,-1217.07,0.8349
37,125,57,-1033.87,0.8307
38,130,62,-1134.77,0.8266
39,89,45,-790.27,0.8224
40,95,43,-753.37,0.8183
41,110,50,-894.67,0.8142
42,141,63,-1157.67,0.8102
43,90,44,-771.87,0.8061
44,132,62,-1135.47,0.8021
45,160,72,-1339.97,0.7981
46,95,43,-753.37,0.7941
47,72,30,-491.07,0.7901
48,48,16,-209.67,0.7862
49,97,41,-713.27,0.7822
50,75,29,-471.57,0.7783
51,105,45,-794.97,0.7744
52,47,21,-308.47,0.7705
53,100,42,-733.97,0.7667
54,86,36,-612.97,0.7629
55,139,55,-998.87,0.7590
56,153,63,-1157.07,0.7553
57,46,14,-169.67,0.7515
58,101,43,-753.97,0.7477
59,60,28,-449.67,0.7440
60,86,36,-613.27,0.7403
61,86,42,-731.77,0.7366
62,71,31,-510.97,0.7329
63,68,28,-450.67,0.7292
64,47,15,-189.37,0.7256
65,64,26,-410.57,0.7219
66,52,20,-289.67,0.7183
67,54,24,-369.27,0.7147
68,33,7,-28.47,0.7112
69,58,22,-330.47,0.7076
70,46,18,-248.87,0.7041
71,54,20,-290.07,0.7005
