episode,steps,hit_count,total_reward
310,38,0,605.55
311,50,0,598.18
312,52,0,595.39
313,42,0,602.40
314,32,0,609.27
315,30,0,610.69
316,34,0,607.85
317,36,0,606.82
318,30,0,610.69
319,36,0,606.82
320,40,0,604.09
321,48,0,598.54
322,38,0,605.19
323,50,0,596.96
324,54,0,595.12
325,38,0,105.07
326,30,0,610.69
327,34,0,607.85
328,28,0,612.05
329,30,0,611.02
330,34,0,607.94
331,32,0,609.30
332,30,0,610.69
333,42,0,602.73
334,32,0,609.33
335,36,0,606.84
336,32,0,109.66
337,28,0,612.05
338,46,0,599.50
339,34,0,608.30
340,34,0,607.91
341,52,0,596.12
342,40,0,603.71
343,42,0,602.73
344,36,0,606.55
345,46,0,599.57
346,42,0,602.47
347,52,0,595.57
348,32,0,609.33
349,46,0,600.54
350,46,0,599.82
351,42,0,601.90
352,36,0,606.43
353,56,0,592.99
354,30,0,610.69
355,34,0,607.85
356,58,0,91.55
357,36,0,606.61
358,52,0,595.06
359,32,0,609.33
360,82,0,573.92
361,54,0,595.39
362,46,0,601.31
363,42,0,602.65
364,36,0,606.58
365,60,0,589.76
366,46,0,599.64
367,50,0,597.18
368,44,0,601.92
369,78,0,79.51
370,92,0,564.97
371,72,0,583.72
372,42,0,603.14
373,46,0,600.73
374,54,0,595.03
375,72,0,579.86
376,58,0,593.11
377,30,0,610.69
378,66,0,586.81
379,260,0,447.46
380,44,0,601.74
381,40,0,603.71
382,62,0,589.29
383,48,0,599.33
384,46,0,600.29
385,36,0,606.49
386,120,0,551.06
387,134,0,540.90
388,254,0,465.82
389,100,0,564.69
390,78,0,576.82
391,60,0,592.63
392,76,0,81.68
393,100,0,563.52
394,44,0,602.26
395,46,0,599.42
396,50,0,598.11
397,50,0,599.76
398,42,0,602.35
399,54,0,594.32
400,48,0,598.56
