episode,steps,hit_count,total_reward,epsilon
69,81,27,-438.07,0.7076
70,108,36,-651.57,0.7041
71,90,40,-711.47,0.7005
72,99,29,-511.97,0.6970
73,97,39,-715.47,0.6936
74,62,22,-333.07,0.6901
75,81,33,-568.47,0.6866
76,132,40,-760.97,0.6832
77,143,53,-1056.27,0.6798
78,119,47,-893.97,0.6764
79,84,26,-440.77,0.6730
80,152,58,-1207.07,0.6696
81,102,34,-629.87,0.6663
82,167,65,-1356.17,0.6630
83,93,31,-541.07,0.6597
84,101,35,-623.17,0.6564
85,99,39,-707.37,0.6531
86,78,32,-543.37,0.6498
87,88,34,-584.77,0.6466
88,92,26,-435.67,0.6433
89,86,34,-592.77,0.6401
90,66,24,-378.77,0.6369
91,97,41,-739.17,0.6337
92,121,35,-642.57,0.6306
93,76,26,-420.27,0.6274
94,69,19,-279.07,0.6243
95,118,46,-882.87,0.6211
96,68,26,-420.07,0.6180
97,175,59,-1210.07,0.6149
98,136,42,-877.47,0.6119
99,78,20,-311.37,0.6088
100,91,31,-537.17,0.6058
101,138,48,-974.57,0.6027
102,95,35,-615.57,0.5997
103,83,27,-457.17,0.5967
104,51,15,-191.27,0.5937
105,74,22,-335.77,0.5908
106,116,34,-618.67,0.5878
107,136,42,-823.87,0.5849
108,81,31,-521.47,0.5820
109,91,31,-536.17,0.5790
110,75,21,-316.97,0.5762
111,85,23,-374.17,0.5733
112,167,49,-1065.27,0.5704
113,121,35,-652.07,0.5676
114,60,14,-175.07,0.5647
115,85,25,-413.57,0.5619
116,123,41,-775.47,0.5591
117,91,27,-455.67,0.5563
118,69,19,-278.47,0.5535
119,146,44,-947.87,0.5507
120,98,28,-474.07,0.5480
121,123,37,-688.57,0.5452
122,118,36,-666.47,0.5425
123,70,26,-419.57,0.5398
124,102,38,-700.17,0.5371
125,61,25,-394.27,0.5344
126,96,24,-401.47,0.5318
127,72,18,-271.37,0.5291
128,57,17,-233.47,0.5264
129,75,19,-291.57,0.5238
130,72,20,-307.87,0.5212
131,68,16,-222.27,0.5186
132,78,24,-383.17,0.5160
133,100,36,-666.47,0.5134
134,98,26,-461.77,0.5108
135,81,27,-445.47,0.5083
136,65,23,-358.27,0.5058
137,48,12,-129.27,0.5032
138,69,21,-317.17,0.5007
139,69,15,-196.77,0.4982
140,73,25,-401.87,0.4957
141,118,30,-547.87,0.4932
142,74,22,-344.27,0.4908
143,92,22,-354.07,0.4883
144,82,24,-385.97,0.4859
145,94,28,-484.57,0.4834
146,86,26,-432.57,0.4810
147,69,17,-247.77,0.4786
148,70,22,-339.47,0.4762
149,123,39,-763.57,0.4738
150,105,37,-699.47,0.4715
151,76,20,-302.87,0.4691
152,67,17,-242.27,0.4668
153,84,20,-317.27,0.4644
154,54,12,-131.07,0.4621
155,70,20,-299.67,0.4598
156,123,33,-609.17,0.4575
157,103,23,-391.37,0.4552
158,106,24,-420.97,0.4529
159,62,14,-177.37,0.4507
160,71,15,-105.77,0.4484
161,105,25,-435.57,0.4462
162,64,16,-219.17,0.4440
163,63,11,-115.97,0.4417
164,80,28,-466.47,0.4395
165,51,13,-149.47,0.4373
166,65,19,-283.47,0.4351
167,59,11,-117.57,0.4330
168,100,20,-364.07,0.4308
169,53,13,-153.27,0.4286
170,50,14,-168.97,0.4265
171,93,21,-343.17,0.4244
172,44,10,-87.77,0.4223
173,63,11,-119.47,0.4201
174,84,26,-431.27,0.4180
175,99,25,-439.17,0.4159
176,99,27,-470.67,0.4139
177,189,37,-901.27,0.4118
178,78,22,-340.47,0.4097
179,81,19,-301.37,0.4077
180,212,52,-1293.87,0.4057
181,61,11,-114.57,0.4036
182,50,8,-50.77,0.4016
183,40,6,-7.77,0.3996
184,70,12,-140.67,0.3976
185,55,11,-114.17,0.3956
186,80,20,-317.07,0.3936
187,119,29,-609.37,0.3917
188,52,10,-92.27,0.3897
189,61,15,-194.37,0.3878
190,106,24,-472.47,0.3858
191,94,24,-410.97,0.3839
192,63,15,-196.17,0.3820
193,121,33,-700.47,0.3801
194,50,8,-51.67,0.3782
195,42,6,-7.97,0.3763
196,91,19,-374.47,0.3744
197,73,11,-124.37,0.3725
198,53,11,-111.67,0.3707
199,74,12,-149.57,0.3688
200,99,17,-332.27,0.3670
201,51,11,-110.47,0.3651
202,84,14,-239.77,0.3633
203,159,33,-810.97,0.3615
204,229,51,-1309.37,0.3597
205,59,13,-155.07,0.3579
206,158,28,-711.87,0.3561
207,49,11,-111.17,0.3543
208,56,16,-210.77,0.3525
209,133,29,-640.97,0.3508
210,68,22,-345.27,0.3490
211,59,9,-74.27,0.3473
212,54,12,-129.37,0.3455
213,63,7,-42.87,0.3438
214,102,16,-344.57,0.3421
215,85,25,-437.87,0.3404
216,71,13,-165.67,0.3387
217,59,11,-123.17,0.3370
218,71,15,-208.97,0.3353
219,52,8,-52.97,0.3336
220,99,17,-278.87,0.3320
221,53,9,-75.07,0.3303
222,79,23,-365.97,0.3286
223,54,12,-130.67,0.3270
224,46,6,-9.27,0.3254
225,64,16,-217.97,0.3237
226,56,8,-54.27,0.3221
227,50,6,-17.77,0.3205
228,61,17,-235.07,0.3189
229,49,11,-110.27,0.3173
230,43,7,-27.67,0.3157
231,62,12,-135.47,0.3141
232,61,11,-117.77,0.3126
233,63,13,-160.57,0.3110
234,51,11,-108.87,0.3095
235,114,20,-384.57,0.3079
236,125,21,-398.07,0.3064
237,62,8,-71.07,0.3048
238,55,11,-111.27,0.3033
239,44,6,-7.97,0.3018
240,57,5,6.53,0.3003
241,55,11,-112.97,0.2988
242,40,6,-7.77,0.2973
243,40,6,-7.77,0.2958
244,46,8,-49.47,0.2943
245,38,6,-8.17,0.2929
246,40,6,-8.07,0.2914
247,61,11,-116.17,0.2899
248,57,5,1.73,0.2885
249,56,12,-134.77,0.2870
250,39,3,51.13,0.2856
251,48,4,26.43,0.2842
252,47,7,-31.97,0.2828
253,41,5,12.23,0.2813
254,52,8,-51.77,0.2799
255,38,2,71.73,0.2785
256,55,7,-32.17,0.2771
257,58,8,-58.07,0.2758
258,35,3,52.73,0.2744
259,42,6,-8.37,0.2730
260,36,4,32.73,0.2716
261,45,7,-32.67,0.2703
262,52,10,-92.87,0.2689
263,47,5,7.83,0.2676
264,48,10,-89.37,0.2663
265,44,8,-48.97,0.2649
266,39,7,-27.87,0.2636
267,40,2,71.73,0.2623
268,43,5,10.03,0.2610
269,38,4,32.43,0.2597
270,42,6,-7.97,0.2584
271,51,5,-1.87,0.2571
272,57,9,-77.27,0.2558
273,37,5,12.73,0.2545
274,36,4,32.73,0.2532
275,47,7,-29.57,0.2520
276,41,3,50.53,0.2507
277,55,13,-151.17,0.2495
278,38,6,-7.57,0.2482
279,35,1,92.23,0.2470
280,38,4,31.63,0.2457
281,38,4,31.93,0.2445
282,43,9,-68.77,0.2433
283,46,10,-89.17,0.2421
284,45,9,-68.07,0.2409
285,44,4,30.03,0.2397
286,48,10,-88.37,0.2385
287,45,5,10.13,0.2373
288,41,5,12.23,0.2361
289,40,4,31.73,0.2349
290,41,7,-28.07,0.2337
291,94,12,-346.17,0.2326
292,51,5,4.03,0.2314
293,43,5,11.43,0.2302
294,51,13,-151.47,0.2291
295,42,6,-7.77,0.2279
296,50,10,-90.47,0.2268
297,41,9,-67.87,0.2257
298,41,7,71.03,0.2245
299,51,9,-70.97,0.2234
300,38,4,32.73,0.2223
301,40,4,32.53,0.2212
302,38,4,32.23,0.2201
303,51,5,8.03,0.2190
304,38,4,32.23,0.2179
305,36,2,172.53,0.2168
306,34,0,112.53,0.2157
307,44,6,-8.27,0.2146
308,41,5,11.13,0.2136
309,39,3,52.03,0.2125
310,51,3,48.43,0.2114
311,41,9,-67.57,0.2104
312,36,0,112.33,0.2093
313,35,3,52.73,0.2083
314,41,9,-67.57,0.2072
315,41,5,12.23,0.2062
316,54,10,-95.47,0.2052
317,49,7,-35.57,0.2041
318,38,2,71.73,0.2031
319,42,6,-8.57,0.2021
320,58,8,-59.27,0.2011
321,36,4,32.73,0.2001
322,37,5,12.73,0.1991
323,37,5,12.13,0.1981
324,33,1,92.73,0.1971
325,53,7,-37.07,0.1961
326,43,5,10.63,0.1951
327,52,6,-11.87,0.1942
328,41,5,10.53,0.1932
329,48,4,25.53,0.1922
330,41,3,50.33,0.1913
331,37,5,12.13,0.1903
332,34,2,72.73,0.1893
333,37,3,52.23,0.1884
334,41,9,-67.87,0.1875
335,41,5,11.43,0.1865
336,42,2,70.03,0.1856
337,54,6,-25.37,0.1847
338,43,3,50.33,0.1837
339,50,6,-13.07,0.1828
340,36,4,32.43,0.1819
341,47,5,7.23,0.1810
342,39,5,11.63,0.1801
343,35,3,52.73,0.1792
344,40,4,32.03,0.1783
345,41,5,11.73,0.1774
346,44,6,-8.47,0.1765
347,36,4,32.73,0.1756
348,38,0,111.53,0.1748
349,35,1,92.53,0.1739
350,34,2,72.73,0.1730
351,42,6,-8.57,0.1721
352,33,1,92.73,0.1713
353,42,4,31.23,0.1704
354,73,7,-90.67,0.1696
355,39,5,11.63,0.1687
356,52,6,-15.27,0.1679
357,56,6,-19.87,0.1670
358,41,1,92.13,0.1662
359,36,4,32.73,0.1654
360,45,3,47.53,0.1646
361,38,4,32.73,0.1637
362,46,6,-10.47,0.1629
363,49,1,83.33,0.1621
364,40,2,71.83,0.1613
365,50,2,65.73,0.1605
366,38,4,32.53,0.1597
367,39,1,91.53,0.1589
368,37,1,92.23,0.1581
369,62,4,16.93,0.1573
370,52,4,14.53,0.1565
371,36,2,72.23,0.1557
372,42,6,-8.07,0.1549
373,34,2,72.73,0.1542
374,48,8,-54.37,0.1534
375,37,5,12.43,0.1526
376,39,1,90.33,0.1519
377,47,5,8.43,0.1511
378,43,3,50.13,0.1504
379,43,3,49.23,0.1496
380,42,6,-8.07,0.1489
381,39,3,51.13,0.1481
382,50,4,22.33,0.1474
383,47,5,8.13,0.1466
384,66,10,-109.07,0.1459
385,43,5,9.13,0.1452
386,52,10,-96.97,0.1444
387,48,2,69.93,0.1437
388,46,4,24.23,0.1430
389,41,5,11.43,0.1423
390,38,4,32.23,0.1416
391,37,3,52.73,0.1409
392,65,7,-50.07,0.1402
393,39,3,51.73,0.1395
394,86,8,-203.87,0.1388
395,39,3,51.73,0.1381
396,38,4,32.23,0.1374
397,33,1,92.73,0.1367
398,39,3,51.73,0.1360
399,55,7,-147.57,0.1353
400,39,5,12.23,0.1347
401,36,2,72.53,0.1340
402,34,2,72.73,0.1333
403,38,4,31.63,0.1326
404,38,4,32.73,0.1320
405,34,2,72.73,0.1313
406,33,1,92.73,0.1307
407,35,1,92.53,0.1300
408,36,4,32.73,0.1294
409,35,3,52.73,0.1287
410,36,4,32.73,0.1281
411,34,2,72.73,0.1274
412,38,2,72.33,0.1268
413,46,4,24.23,0.1262
414,102,8,-326.17,0.1255
415,35,3,52.73,0.1249
416,35,3,52.43,0.1243
417,38,6,-7.27,0.1237
418,46,8,-52.17,0.1230
419,35,3,52.73,0.1224
420,33,1,92.73,0.1218
421,32,0,112.73,0.1212
422,33,1,92.73,0.1206
423,42,6,-9.47,0.1200
424,40,6,-7.77,0.1194
425,34,2,72.73,0.1188
426,36,2,72.53,0.1182
427,33,1,92.73,0.1176
428,33,1,92.73,0.1170
429,35,3,52.43,0.1164
430,35,3,52.43,0.1159
431,33,1,92.73,0.1153
432,40,4,30.83,0.1147
433,36,4,32.73,0.1141
434,37,5,12.73,0.1136
435,36,4,32.43,0.1130
436,36,0,112.03,0.1124
437,35,3,52.73,0.1119
438,38,4,32.23,0.1113
439,33,1,92.73,0.1107
440,33,1,92.73,0.1102
441,34,2,72.73,0.1096
442,34,2,72.73,0.1091
443,33,1,92.73,0.1085
444,33,1,92.73,0.1080
445,34,2,72.73,0.1075
446,35,3,52.73,0.1069
447,33,1,92.73,0.1064
448,38,2,72.23,0.1059
449,36,4,32.73,0.1053
450,33,1,92.73,0.1048
451,34,0,112.53,0.1043
452,34,2,72.73,0.1038
453,37,3,51.63,0.1032
454,33,1,92.73,0.1027
455,37,5,12.73,0.1022
456,34,2,72.73,0.1017
457,35,3,52.73,0.1012
458,36,4,32.43,0.1007
459,36,4,32.73,0.1002
460,33,1,92.73,0.0997
461,34,2,72.73,0.0992
462,33,1,92.73,0.0987
463,37,3,52.53,0.0982
464,35,3,52.43,0.0977
465,36,2,72.53,0.0972
466,34,0,112.53,0.0967
467,35,3,52.73,0.0962
468,34,2,72.73,0.0958
469,33,1,92.73,0.0953
470,34,2,72.73,0.0948
471,32,0,112.73,0.0943
472,34,2,72.73,0.0939
473,42,10,-88.17,0.0934
474,36,2,72.53,0.0929
475,34,2,72.73,0.0925
476,33,1,92.73,0.0920
477,37,1,91.73,0.0915
478,40,0,110.73,0.0911
479,35,3,52.73,0.0906
480,32,0,112.73,0.0902
481,33,1,92.73,0.0897
482,36,4,32.73,0.0893
483,35,3,52.73,0.0888
484,35,3,52.73,0.0884
485,36,2,72.43,0.0879
486,34,2,72.73,0.0875
487,34,0,112.73,0.0871
488,34,2,72.73,0.0866
489,32,0,112.73,0.0862
490,34,0,112.73,0.0858
491,34,2,72.73,0.0853
492,37,1,91.73,0.0849
493,38,2,72.23,0.0845
494,33,1,92.73,0.0841
495,33,1,92.73,0.0836
496,40,2,71.53,0.0832
497,36,2,72.53,0.0828
498,33,1,92.73,0.0824
499,35,3,52.43,0.0820
500,39,3,51.73,0.0816
501,33,1,92.73,0.0812
502,33,1,92.73,0.0808
503,34,2,72.73,0.0804
504,33,1,92.73,0.0800
505,33,1,92.73,0.0796
506,34,2,72.43,0.0792
507,32,0,112.73,0.0788
508,37,3,52.53,0.0784
509,34,0,112.53,0.0780
510,35,3,52.73,0.0776
511,33,1,92.73,0.0772
512,37,1,92.33,0.0768
513,33,1,92.73,0.0764
514,32,0,112.73,0.0760
515,37,1,92.03,0.0757
516,36,2,72.53,0.0753
517,33,1,92.73,0.0749
518,33,1,92.73,0.0745
519,36,0,112.23,0.0742
520,39,3,51.43,0.0738
521,47,3,43.73,0.0734
522,33,1,92.73,0.0731
523,38,2,72.33,0.0727
524,38,0,110.33,0.0723
525,54,2,57.23,0.0720
526,35,1,92.23,0.0716
527,33,1,92.73,0.0712
528,36,2,72.53,0.0709
529,32,0,112.73,0.0705
530,38,0,110.93,0.0702
531,36,2,172.23,0.0698
532,35,3,52.73,0.0695
533,32,0,112.73,0.0691
534,34,2,72.43,0.0688
535,39,3,51.13,0.0684
536,42,2,71.03,0.0681
537,34,2,72.73,0.0678
538,34,2,72.73,0.0674
539,32,0,112.73,0.0671
540,34,2,72.73,0.0668
541,34,2,72.73,0.0664
542,35,1,92.53,0.0661
543,32,0,112.73,0.0658
544,33,1,92.73,0.0654
545,34,2,72.73,0.0651
546,32,0,112.73,0.0648
547,33,1,92.73,0.0645
548,36,2,72.53,0.0641
549,32,0,112.73,0.0638
550,35,1,92.53,0.0635
551,36,2,72.73,0.0632
552,32,0,112.73,0.0629
553,32,0,112.73,0.0625
554,34,2,72.73,0.0622
555,33,1,92.73,0.0619
556,32,0,112.73,0.0616
557,33,1,92.73,0.0613
558,37,5,12.43,0.0610
559,34,0,112.53,0.0607
560,33,1,92.73,0.0604
561,33,1,92.73,0.0601
562,33,1,92.73,0.0598
563,34,2,72.73,0.0595
564,32,0,112.73,0.0592
565,35,1,92.53,0.0589
566,32,0,112.73,0.0586
567,33,1,92.73,0.0583
568,35,3,52.73,0.0580
569,34,0,112.53,0.0577
570,42,2,68.03,0.0574
571,39,3,52.53,0.0571
572,37,1,91.13,0.0569
573,54,2,37.73,0.0566
574,40,0,108.33,0.0563
575,34,0,112.73,0.0560
576,33,1,92.73,0.0557
577,34,0,112.53,0.0555
578,32,0,112.73,0.0552
579,33,1,92.73,0.0549
580,33,1,92.73,0.0546
581,32,0,112.73,0.0544
582,33,1,92.73,0.0541
583,34,2,72.73,0.0538
584,33,1,92.73,0.0535
585,35,3,52.73,0.0533
586,35,3,52.73,0.0530
587,34,2,72.73,0.0527
588,34,2,72.73,0.0525
589,34,2,72.43,0.0522
590,32,0,112.73,0.0520
591,32,0,112.73,0.0517
592,34,2,72.43,0.0514
593,32,0,112.73,0.0512
594,33,1,92.73,0.0509
595,40,2,70.33,0.0507
596,35,3,52.73,0.0504
597,32,0,112.73,0.0502
598,32,0,112.73,0.0499
599,33,1,92.73,0.0499
600,33,1,92.73,0.0499
601,34,2,72.73,0.0499
602,33,1,192.73,0.0499
603,32,0,112.73,0.0499
604,33,1,92.73,0.0499
605,33,1,92.73,0.0499
606,37,1,91.73,0.0499
607,33,1,92.73,0.0499
608,33,1,92.73,0.0499
609,34,2,72.73,0.0499
610,32,0,112.73,0.0499
611,32,0,112.73,0.0499
612,32,0,112.73,0.0499
613,34,0,112.73,0.0499
614,32,0,112.73,0.0499
615,32,0,112.73,0.0499
616,33,1,92.73,0.0499
