episode,steps,hit_count,total_reward,epsilon
279,79,3,62.78,0.0606
280,78,2,82.78,0.0600
281,80,2,82.68,0.0594
282,78,2,82.78,0.0588
283,84,4,41.98,0.0582
284,79,3,62.78,0.0576
285,80,4,42.78,0.0570
286,80,4,42.78,0.0565
287,79,3,62.78,0.0559
288,80,2,82.38,0.0553
289,77,1,102.78,0.0548
290,80,4,42.78,0.0542
291,77,1,102.78,0.0537
292,78,2,82.78,0.0531
293,80,4,42.78,0.0526
294,80,4,42.78,0.0521
295,80,4,42.78,0.0516
296,77,1,102.78,0.0511
297,80,4,42.78,0.0505
298,80,4,42.48,0.0500
299,79,1,102.38,0.0500
300,78,2,82.78,0.0500
301,76,0,122.78,0.0500
302,77,1,102.78,0.0500
303,80,4,42.78,0.0500
304,78,2,83.18,0.0500
305,79,3,62.78,0.0500
306,85,7,-17.32,0.0500
307,78,0,122.38,0.0500
308,80,2,82.38,0.0500
