episode,steps,hit_count,total_reward,epsilon
1,1056,570,-12984.97,0.9950
2,1265,731,-17439.27,0.9900
3,2021,1161,-26755.37,0.9851
4,521,287,-6365.17,0.9802
5,339,189,-4235.37,0.9753
6,1389,757,-17380.77,0.9704
7,218,108,-2253.87,0.9655
8,240,120,-2656.97,0.9607
9,1215,691,-16088.07,0.9559
10,619,327,-7415.47,0.9511
11,885,447,-10214.27,0.9464
12,666,360,-7992.57,0.9416
13,521,265,-5831.77,0.9369
14,1129,573,-12987.07,0.9323
15,79,33,-595.97,0.9276
16,220,108,-2268.37,0.9230
17,270,146,-3225.27,0.9183
18,796,412,-9432.87,0.9137
19,78,34,-603.57,0.9092
20,125,59,-1150.87,0.9046
21,503,253,-5566.97,0.9001
22,233,123,-2687.27,0.8956
23,192,92,-1985.57,0.8911
24,208,106,-2372.97,0.8867
25,364,168,-3645.67,0.8822
26,102,50,-959.97,0.8778
27,335,163,-3488.77,0.8734
28,289,147,-3205.27,0.8691
29,215,113,-2461.17,0.8647
30,181,83,-1720.47,0.8604
31,183,81,-1701.87,0.8561
32,192,90,-1917.57,0.8518
33,194,90,-1968.97,0.8476
34,153,79,-1607.67,0.8433
35,144,64,-1309.17,0.8391
36,269,133,-2960.47,0.8349
37,249,119,-2502.87,0.8307
38,176,74,-1545.17,0.8266
39,55,19,-283.07,0.8225
40,139,65,-1292.57,0.8183
41,80,38,-673.57,0.8142
42,89,47,-874.27,0.8102
43,139,61,-1262.77,0.8061
44,270,116,-2508.47,0.8021
45,106,54,-1033.37,0.7981
46,114,48,-908.57,0.7941
47,73,31,-535.47,0.7901
48,114,56,-1086.67,0.7862
49,154,66,-1316.37,0.7822
50,130,58,-1171.27,0.7783
51,128,50,-1026.47,0.7744
52,118,56,-1127.67,0.7706
53,104,46,-874.37,0.7667
54,125,65,-1299.07,0.7629
55,45,15,-193.17,0.7591
56,88,42,-765.87,0.7553
57,102,42,-787.57,0.7515
58,172,80,-1648.17,0.7477
59,115,47,-887.07,0.7440
60,81,29,-504.37,0.7403
61,83,35,-616.47,0.7366
62,118,54,-1081.67,0.7329
63,84,34,-597.67,0.7292
64,104,46,-865.77,0.7256
65,57,17,-245.17,0.7220
66,56,22,-337.97,0.7183
67,62,22,-346.77,0.7148
68,74,30,-514.47,0.7112
69,66,28,-463.77,0.7076
70,57,25,-398.67,0.7041
71,35,11,-109.27,0.7006
72,62,18,-262.57,0.6971
73,73,21,-328.47,0.6936
