episode,steps,hit_count,total_reward
101,50,0,577.99
102,28,0,593.06
103,128,0,523.66
104,50,0,577.28
105,60,0,571.84
106,48,0,579.85
107,38,0,586.05
108,42,0,584.62
109,84,0,56.41
110,76,0,559.54
111,36,0,587.14
112,54,0,575.68
113,58,0,572.31
114,90,0,551.30
115,40,0,584.24
116,26,0,594.09
117,34,0,588.95
118,32,0,590.75
119,32,0,590.72
120,28,0,593.06
121,32,0,589.89
122,28,0,592.73
123,38,0,586.87
124,38,0,585.96
125,48,0,580.03
126,26,0,594.09
127,28,0,592.70
128,90,0,553.21
129,78,0,557.65
130,30,0,591.61
131,40,0,585.94
132,52,0,575.50
133,52,0,576.95
134,36,0,587.41
135,30,0,591.67
136,108,0,541.82
137,52,0,577.06
138,124,0,528.65
139,48,0,580.00
140,34,0,588.95
141,36,0,587.93
142,30,0,591.31
143,28,0,592.73
144,58,0,572.17
145,32,0,590.01
146,32,0,90.33
147,36,0,587.44
148,26,0,594.09
149,24,0,595.45
150,34,0,589.41
151,28,0,593.03
152,48,0,579.68
153,38,0,586.11
154,26,0,594.09
155,30,0,591.34
156,24,0,595.45
157,34,0,588.89
158,48,0,579.29
159,68,0,563.81
160,142,0,520.25
161,32,0,590.72
162,36,0,587.17
163,64,0,569.29
164,52,0,576.27
165,44,0,582.52
166,34,0,588.97
167,34,0,588.56
168,44,0,582.02
169,30,0,591.34
170,28,0,592.73
171,28,0,593.03
172,28,0,592.73
173,30,0,591.37
174,30,0,591.34
175,28,0,592.73
176,38,0,585.71
177,28,0,592.70
178,26,0,594.09
179,26,0,594.09
180,24,0,595.45
181,24,0,595.45
182,30,0,591.34
183,32,0,590.28
184,28,0,592.67
185,28,0,592.67
186,30,0,591.37
187,30,0,591.31
188,28,0,592.67
189,24,0,595.45
190,24,0,595.45
191,24,0,595.45
192,24,0,595.45
193,26,0,594.09
194,28,0,592.73
195,26,0,594.09
196,24,0,595.45
197,28,0,592.73
198,24,0,595.45
199,40,0,584.27
200,36,0,586.69
201,28,0,592.73
202,32,0,589.89
203,36,0,587.26
204,24,0,595.45
205,28,0,592.73
206,28,0,592.73
207,30,0,591.19
208,32,0,590.34
209,28,0,592.70
210,44,0,582.31
211,28,0,93.03
212,36,0,587.94
213,30,0,591.34
214,30,0,591.70
215,30,0,591.31
216,26,0,594.09
217,24,0,595.45
218,24,0,595.45
219,36,0,87.56
220,32,0,590.34
221,32,0,590.25
222,28,0,592.73
223,40,0,586.25
224,38,0,87.84
225,40,0,585.52
226,26,0,594.09
227,32,0,589.95
228,34,0,588.95
229,32,0,589.98
230,38,0,586.84
231,26,0,594.09
232,40,0,584.35
233,24,0,595.45
234,30,0,91.25
235,26,0,594.09
236,30,0,591.34
237,26,0,594.09
238,24,0,595.45
239,26,0,594.09
240,38,0,586.49
241,28,0,592.73
242,24,0,595.45
243,34,0,588.56
244,26,0,594.09
245,34,0,588.73
246,42,0,584.00
247,48,0,580.36
248,48,0,577.99
249,54,0,574.86
250,32,0,589.95
251,38,0,585.75
252,44,0,584.34
253,44,0,81.52
254,32,0,590.39
255,28,0,593.56
256,28,0,593.03
257,32,0,590.81
258,34,0,589.36
259,26,0,594.09
260,26,0,594.09
261,28,0,592.67
262,48,0,579.23
263,38,0,585.63
264,136,0,520.99
265,98,0,544.19
266,66,0,567.40
267,44,0,582.89
268,28,0,592.73
269,32,0,589.95
270,34,0,588.89
271,40,0,584.89
272,40,0,584.48
273,38,0,586.52
274,54,0,574.65
275,36,0,587.41
276,24,0,595.45
277,46,0,582.12
278,50,0,576.66
279,36,0,587.11
280,40,0,586.01
281,42,0,582.61
282,34,0,588.95
283,42,0,583.20
284,40,0,586.36
285,30,0,591.25
286,24,0,595.45
287,30,0,591.67
288,32,0,590.31
289,50,0,580.07
290,36,0,587.56
291,118,0,533.03
292,198,0,474.06
293,64,0,569.15
294,42,0,583.65
295,40,0,585.38
296,40,0,584.95
297,36,0,587.11
298,26,0,594.42
299,24,0,595.45
300,32,0,589.98
301,26,0,594.09
302,28,0,592.67
303,28,0,592.73
304,32,0,589.95
305,32,0,590.13
306,40,0,584.83
307,38,0,586.04
308,42,0,583.21
309,28,0,592.73
310,36,0,587.26
311,24,0,595.45
312,24,0,595.45
313,24,0,595.45
314,32,0,589.89
315,34,0,588.95
316,30,0,591.67
317,40,0,584.51
318,56,0,575.01
319,228,0,456.28
320,80,0,557.13
321,218,0,466.31
322,34,0,588.80
323,30,0,91.31
324,68,0,567.72
325,42,0,585.41
326,34,0,588.83
327,28,0,593.06
328,36,0,587.94
329,30,0,591.31
330,48,0,579.47
331,28,0,593.56
332,30,0,591.31
333,48,0,580.44
334,94,0,550.07
335,62,0,71.97
336,52,0,577.44
337,42,0,84.38
338,42,0,82.66
339,28,0,593.06
340,32,0,590.28
341,36,0,587.56
342,26,0,94.09
343,38,0,586.63
344,30,0,591.34
345,30,0,591.34
346,24,0,595.45
347,26,0,594.09
348,34,0,588.62
349,24,0,595.45
350,26,0,594.09
351,30,0,591.31
352,34,0,588.67
353,26,0,594.09
354,24,0,595.45
355,44,0,81.21
356,32,0,589.95
357,30,0,591.31
358,28,0,592.70
359,30,0,591.19
360,30,0,91.37
361,30,0,591.31
362,30,0,591.37
363,38,0,585.51
364,28,0,592.73
365,30,0,591.37
366,30,0,591.31
367,32,0,589.83
368,30,0,591.37
369,26,0,594.09
370,26,0,594.09
371,32,0,589.83
372,26,0,594.09
373,28,0,592.67
374,26,0,594.09
375,26,0,594.09
376,34,0,588.86
377,30,0,591.31
378,84,0,554.27
379,136,0,519.07
380,46,0,580.98
381,40,0,584.24
382,44,0,583.81
383,42,0,585.15
384,32,0,589.89
385,30,0,591.64
386,34,0,588.53
387,30,0,591.34
388,32,0,590.25
389,26,0,594.09
390,26,0,594.09
391,24,0,595.45
392,24,0,595.45
393,30,0,591.31
394,36,0,587.14
395,32,0,590.28
396,44,0,581.90
397,26,0,594.09
398,40,0,584.65
399,34,0,589.42
400,28,0,592.73
401,28,0,592.73
402,28,0,593.56
403,30,0,591.67
404,32,0,589.92
405,38,0,587.42
406,24,0,595.45
407,26,0,594.09
408,26,0,594.09
409,40,0,584.32
410,40,0,584.69
411,30,0,592.64
412,34,0,589.03
413,26,0,594.09
414,28,0,592.73
415,26,0,594.42
416,24,0,595.45
417,30,0,591.37
418,24,0,595.45
419,30,0,591.67
420,38,0,585.66
421,46,0,581.39
422,86,0,557.23
423,52,0,577.41
424,34,0,588.86
425,36,0,587.79
426,38,0,585.45
427,32,0,589.89
428,28,0,593.06
429,28,0,592.67
430,36,0,587.31
431,26,0,594.09
432,24,0,595.45
433,26,0,594.09
434,26,0,594.09
435,24,0,595.45
436,26,0,594.09
437,24,0,595.45
438,28,0,592.73
439,30,0,591.34
440,30,0,591.37
441,24,0,595.45
442,34,0,588.80
443,24,0,595.45
444,32,0,590.28
445,48,0,580.15
446,24,0,595.45
447,38,0,585.93
448,30,0,591.37
449,52,0,577.86
450,146,0,509.28
451,90,0,548.07
452,38,0,585.54
453,26,0,594.09
454,38,0,587.96
455,28,0,593.06
456,42,0,584.02
457,24,0,595.45
458,44,0,581.46
459,62,0,573.46
460,34,0,588.86
461,24,0,595.45
462,30,0,591.37
463,44,0,582.66
464,30,0,591.34
465,40,0,584.66
466,28,0,592.73
467,24,0,595.45
468,24,0,595.45
469,26,0,594.09
470,30,0,592.11
471,38,0,586.52
472,28,0,592.73
473,42,0,584.68
474,32,0,590.75
475,26,0,594.09
476,26,0,594.09
477,30,0,591.37
478,36,0,587.05
479,26,0,594.09
480,28,0,592.73
481,48,0,578.96
482,42,0,583.18
483,28,0,593.06
484,66,0,565.44
485,40,0,584.18
486,34,0,588.35
487,32,0,591.17
488,34,0,590.89
489,26,0,594.09
490,54,0,573.48
491,86,0,551.65
492,44,0,582.28
493,38,0,587.88
494,34,0,589.35
495,26,0,594.09
496,26,0,594.09
497,28,0,593.03
498,58,0,574.48
499,28,0,592.70
500,26,0,594.09
501,26,0,594.09
502,30,0,591.64
503,40,0,586.71
504,60,0,571.12
505,34,0,588.41
506,432,0,290.74
507,46,0,581.42
508,60,0,569.15
509,550,0,195.66
510,32,0,590.31
511,72,0,560.64
512,96,0,540.35
513,40,0,584.65
514,24,0,595.45
515,26,0,594.42
516,32,0,590.22
517,28,0,592.70
518,134,0,516.05
519,102,0,540.67
520,56,0,574.41
521,44,0,582.40
522,38,0,585.96
523,32,0,590.28
524,28,0,593.06
525,28,0,593.06
526,26,0,594.42
527,34,0,588.86
528,28,0,593.03
529,24,0,595.45
530,26,0,594.09
531,32,0,590.63
532,30,0,591.34
533,28,0,593.06
534,44,0,583.25
535,36,0,587.53
536,46,0,581.38
537,98,0,543.43
538,30,0,591.67
539,34,0,589.89
540,28,0,593.03
541,26,0,594.09
542,26,0,594.09
543,32,0,590.25
544,28,0,592.70
545,48,0,579.05
546,90,0,550.93
547,96,0,546.86
548,32,0,590.16
549,38,0,586.46
550,24,0,595.45
551,32,0,590.01
552,26,0,594.09
553,30,0,591.67
554,26,0,594.09
555,28,0,592.70
556,96,0,545.62
557,134,0,520.72
558,74,0,562.81
559,28,0,593.03
560,32,0,590.66
561,40,0,585.27
562,24,0,595.45
563,32,0,590.28
564,26,0,594.42
565,24,0,595.45
566,28,0,593.06
567,28,0,592.67
568,28,0,593.06
569,36,0,588.23
570,40,0,584.59
571,32,0,590.25
572,44,0,583.40
573,40,0,586.03
574,28,0,593.06
575,34,0,589.80
576,24,0,595.45
577,60,0,572.51
578,40,0,585.77
579,32,0,589.77
580,26,0,594.09
581,28,0,592.70
582,26,0,594.09
583,30,0,591.64
584,26,0,594.92
585,32,0,590.28
586,24,0,595.45
587,38,0,586.01
588,26,0,594.09
589,24,0,595.45
590,28,0,593.06
591,26,0,594.09
592,28,0,593.06
593,40,0,585.01
594,34,0,589.39
595,46,0,580.09
596,42,0,584.40
597,24,0,595.45
598,30,0,591.58
599,78,0,559.20
600,70,0,563.22
